Label,TopK,Value,Control
MPRA_HepG2,400,1.226185384377228,1.0
MPRA_K562,400,1.0682138933542102,1.0
MPRA_SKNSH,400,1.0435045581367772,1.0
epigenetics_ELF1,400,1.1545269623947183,1.0
epigenetics_HNF1A,400,1.1055974483296536,1.0
epigenetics_HNF4A,400,1.014697289448765,1.0
MPRA_HepG2,300,1.4696141872614918,1.0
MPRA_K562,300,1.1439301911450637,1.0
MPRA_SKNSH,300,1.0827206593576608,1.0
epigenetics_ELF1,300,1.226597829964343,1.0
epigenetics_HNF1A,300,1.2194999661648158,1.0
epigenetics_HNF4A,300,1.015563297850612,1.0
MPRA_HepG2,200,1.66282780058142,1.0
MPRA_K562,200,1.237471504031469,1.0
MPRA_SKNSH,200,1.1530500568953583,1.0
epigenetics_ELF1,200,1.3404606816656226,1.0
epigenetics_HNF1A,200,1.3602826721255823,1.0
epigenetics_HNF4A,200,1.0283554873453713,1.0
MPRA_HepG2,100,2.104971275836845,1.0
MPRA_K562,100,1.2444466226355355,1.0
MPRA_SKNSH,100,1.1354790364521725,1.0
epigenetics_ELF1,100,1.4396424229698308,1.0
epigenetics_HNF1A,100,1.6385477236982298,1.0
epigenetics_HNF4A,100,1.0333949105237883,1.0
