Label,TopK,Value,Control
MPRA_HepG2,400,1.23785286368591,1.0
MPRA_K562,400,1.0682138933542102,1.0
MPRA_SKNSH,400,1.038270401993904,1.0
epigenetics_ELF1,400,1.1510196244728192,1.0
epigenetics_HNF1A,400,1.112897699278526,1.0
epigenetics_HNF4A,400,1.014381087711628,1.0
MPRA_HepG2,300,1.4507988905082216,1.0
MPRA_K562,300,1.1439301911450637,1.0
MPRA_SKNSH,300,1.0922498857426244,1.0
epigenetics_ELF1,300,1.2278753263372049,1.0
epigenetics_HNF1A,300,1.22239573805807,1.0
epigenetics_HNF4A,300,1.0161219416738823,1.0
MPRA_HepG2,200,1.6664227594374508,1.0
MPRA_K562,200,1.237471504031469,1.0
MPRA_SKNSH,200,1.1596629155336677,1.0
epigenetics_ELF1,200,1.3316246987643838,1.0
epigenetics_HNF1A,200,1.3849022248612606,1.0
epigenetics_HNF4A,200,1.0327478221949637,1.0
MPRA_HepG2,100,2.1252857707429547,1.0
MPRA_K562,100,1.2695134146539935,1.0
MPRA_SKNSH,100,1.150321638188251,1.0
epigenetics_ELF1,100,1.4274178571584608,1.0
epigenetics_HNF1A,100,1.628667764666852,1.0
epigenetics_HNF4A,100,1.036109255102467,1.0
