removed_top_n,mean_remaining,std_remaining
1,-1.174871046720928,0.3079770092074392
2,-1.1744672152661857,0.30811496718918163
3,-1.1748932306109188,0.30823762590144876
4,-1.1743606040479748,0.3082711132463332
5,-1.1747453848932143,0.30842506186500207
6,-1.174674352854714,0.3087055519005012
7,-1.1746845790393743,0.3089911666163415
8,-1.175208413252626,0.3090380209595982
9,-1.1747826360154834,0.3091671113844998
10,-1.175475260569516,0.309037547106255
11,-1.1752464861276628,0.30928026067010367
12,-1.1754207841873812,0.3095428711925417
13,-1.1754050006809404,0.3098323546964622
14,-1.1755420000249368,0.31010670856583966
15,-1.175483446197132,0.31039508172447466
16,-1.175370135860434,0.31067622562102093
17,-1.17514603912745,0.31092629893181595
18,-1.1749452828577873,0.31118572190341776
19,-1.1748175118015092,0.31146640255535823
20,-1.1743515027643756,0.3115778222315963
21,-1.1735084476006263,0.31127277813992066
22,-1.1732944075819822,0.3115304134428179
23,-1.1742873216403755,0.31099650253478633
24,-1.173769791798913,0.3110681738142589
25,-1.1743135581121327,0.3111175624933924
26,-1.173870255897178,0.3112512509006659
27,-1.1732920306781829,0.311270702656085
28,-1.1734419106545122,0.3115516874029306
29,-1.1725273491799286,0.31115548149241223
30,-1.1726367006498843,0.3114463162328851
31,-1.1726390543820409,0.3117479546310912
32,-1.1727627388928277,0.31203782740241764
33,-1.1725083770887528,0.3122878742554326
34,-1.172553420316864,0.31259043214185067
35,-1.1726593735596653,0.3128863444650234
36,-1.172769644464783,0.3131824065119262
37,-1.1725719462944777,0.31345744140763526
38,-1.1724105752881924,0.31374404113146703
39,-1.1717270141009322,0.3136738121291212
40,-1.1713605102666647,0.31387432020995626
41,-1.1711718961304682,0.3141556143349248
42,-1.172035487145867,0.31386591680033804
43,-1.1721749198270575,0.3141615121766774
44,-1.1719249194366144,0.3144235570700391
45,-1.1713507629730497,0.3144730402616361
46,-1.170925651364503,0.3146425964078519
47,-1.1704360837650711,0.31476639831402214
48,-1.170274922717076,0.3150610289176605
49,-1.1703838881087294,0.3153678031894037
50,-1.170291809672654,0.3156782276545259
51,-1.170233295909848,0.31599359889973794
52,-1.1713572958853298,0.315320537227185
53,-1.171132621603141,0.3155999423915218
54,-1.1711318320473747,0.3159198608330874
55,-1.171958106598992,0.31570813923395613
56,-1.171608302118102,0.3159342078734805
57,-1.171367398786236,0.31621137188951465
58,-1.1719016249507719,0.3163135543495143
59,-1.1722954625043833,0.3165176868280541
60,-1.171752426727114,0.31661531279546506
61,-1.170997610629997,0.3165028519638023
62,-1.1712941905418166,0.3167615054865575
63,-1.1714138465382355,0.31707761976048887
64,-1.1710627296951654,0.3173116789863257
65,-1.1708239322766674,0.3175973118603631
66,-1.170985172925271,0.31790757476386694
67,-1.1711892811528695,0.3182070711117506
68,-1.1724296333379278,0.31737779169149716
69,-1.17166236910012,0.3172655157058098
70,-1.1712304078213873,0.317457460132057
71,-1.170952407571811,0.31773274233170945
72,-1.1713369736856338,0.3179563402827171
73,-1.1708207791431056,0.3180926760207391
74,-1.170683038235654,0.31841462747294963
75,-1.170698126409942,0.3187515837274508
76,-1.1705221958188254,0.3190668890687387
77,-1.1706624282441458,0.31939164202611375
78,-1.1703279200601804,0.3196497106408449
79,-1.1700105022042457,0.31991719005846053
80,-1.170267984801686,0.3202110863798424
81,-1.1700696340285972,0.3205258166433054
82,-1.1702255504489103,0.32085262981686563
83,-1.169735635205278,0.32102440630518436
84,-1.1694719057373775,0.32132068303031386
85,-1.1686621875976786,0.3211960409672217
86,-1.1686430580962228,0.32154395816682296
87,-1.1684912394150346,0.321876767534916
88,-1.1688959944217978,0.322110247329849
89,-1.1686237980243377,0.3224089686218558
90,-1.167318311372328,0.3215500460049438
91,-1.166967712842494,0.32181516454014336
92,-1.1661722888804493,0.3217205381095406
93,-1.1659070071765862,0.32202494764667045
94,-1.1655049897757481,0.32226636623934546
95,-1.1649066796379839,0.3223712412345177
96,-1.1647779834206293,0.32271684066181805
97,-1.1647436871452352,0.3230743949532681
98,-1.1658777265192697,0.32253807513449667
99,-1.1654878789656438,0.3227921653635158
100,-1.1650312945596542,0.32300849170130774
101,-1.1649806011744857,0.32336862993554466
102,-1.1647390131266304,0.323691554976974
103,-1.1649635646348289,0.32402124443172936
104,-1.1647307137973062,0.32434964250923887
105,-1.1643081696775892,0.3245945331452751
106,-1.1631690870027254,0.32407873586060953
107,-1.163505770848273,0.324369750168699
108,-1.162819788752109,0.32442002831250016
109,-1.1623784318473003,0.3246584858123313
110,-1.1623671911896831,0.3250296512119286
111,-1.1614437836498348,0.32482911775158535
112,-1.161488039159571,0.32520095730056336
113,-1.1608832125447206,0.32533092328335755
114,-1.1602414131655188,0.3254318314369129
115,-1.1596509935806287,0.32557654652370477
116,-1.1595900693797347,0.32595156702379235
117,-1.1591655235364926,0.3262113134420938
118,-1.1587642974669055,0.3264852974762032
119,-1.1581498935799828,0.3266186669314656
120,-1.1578549618916318,0.32694397016101207
121,-1.1575680283595386,0.3272737774140972
122,-1.1575633438245947,0.32765856490091394
123,-1.1575418368562247,0.3280444275326675
124,-1.1569422630488304,0.3281998290775296
125,-1.1563186754564105,0.3283380704642882
126,-1.1567910399061452,0.32858453923023917
127,-1.1568993304240167,0.3289679750555983
128,-1.1567567171816573,0.32934733622608725
129,-1.15564159690232,0.32895005855883547
130,-1.1549028088197621,0.3289976980123706
131,-1.1542904178397013,0.32915542209839077
132,-1.1536158800651575,0.32926445232814266
133,-1.1532703187291582,0.32958670406357365
134,-1.1542117146256572,0.32942907910916513
135,-1.1545713381950915,0.3297476487210573
136,-1.1533356881079346,0.32919449544489016
137,-1.15306759836454,0.32955089298400314
138,-1.1533789424570688,0.3298932897150476
139,-1.1530999820186936,0.33024913903180153
140,-1.1534822790341845,0.33056442027126204
141,-1.1527619751360436,0.33065210405983536
142,-1.1527474151234807,0.3310599348707225
143,-1.154048886542049,0.33043300230010453
144,-1.1545696271737824,0.33067710675098794
145,-1.154861858909563,0.3310361631404534
146,-1.1547955329404809,0.33144600165063554
147,-1.1544648302254996,0.33179396929669236
148,-1.1545701138212576,0.33220281767657583
149,-1.1537396054798532,0.3322059412028416
150,-1.1537518135417515,0.3326239842882351
151,-1.1552375333519476,0.33172546234247907
152,-1.1542896542704897,0.3316090667562006
153,-1.1548848105636365,0.33181886279427253
154,-1.1545289295866301,0.33216565045039487
155,-1.1534739919275625,0.33193089121476277
156,-1.1536767674385255,0.3323308348424116
157,-1.1530789358381193,0.33254658102418694
158,-1.153676358496069,0.3327646587167633
159,-1.152724122642767,0.33266346913882977
160,-1.1516687075227858,0.33244359839290666
161,-1.151666772003817,0.33287394409557153
162,-1.15150994505535,0.33329172576629146
163,-1.1525585571095442,0.3330905477460987
164,-1.152122951353941,0.333415855916291
165,-1.1533797411257831,0.33294472128640296
166,-1.15200686828536,0.33229979259446096
167,-1.1512618106229178,0.33241877525221863
168,-1.151637084711242,0.3327766355089171
169,-1.151173158381354,0.3330941032097769
170,-1.1507729649806866,0.33344481498039863
171,-1.1504498294484944,0.33382897651250426
172,-1.1513059695844376,0.33386129560588307
173,-1.150919285967102,0.3342234634313973
174,-1.1535157816878954,0.33088271655781604
175,-1.1531027601117574,0.3312311177592467
176,-1.1526458646806896,0.3315601337698657
177,-1.1538993884785869,0.3311287902316063
178,-1.1544435927819974,0.33141189103450736
179,-1.154989704177322,0.3316960255261329
180,-1.1558090582660834,0.33177550839825454
181,-1.1553179875135038,0.33209522290833593
182,-1.1563159244365528,0.3320013591944741
183,-1.1550467624516216,0.3315716911026155
184,-1.154041604184576,0.3314738087122574
185,-1.1537103104534048,0.33187130997824765
186,-1.1526661612792912,0.3317363256777203
187,-1.1535725129639023,0.3317501010152204
188,-1.1539078496061663,0.33215089325577934
189,-1.1536664449653453,0.33258301660698936
190,-1.1539347871578824,0.33300979005049464
191,-1.1545906794806797,0.3332468229676528
