Expression,Group
-0.08831067979975253,1-100
0.5135746761685058,1-100
-0.44056510138736216,1-100
-0.7578112145400662,1-100
0.5037217277318996,1-100
-0.6342367636127813,1-100
-0.5901119370699561,1-100
-1.078840139625265,1-100
-0.16637205102923827,1-100
-0.7849712054547027,1-100
0.5442418957652875,1-100
-0.732920672452245,1-100
-0.19218989302418663,1-100
-1.1286055952519287,1-100
-0.40265679292803125,1-100
-1.0836975382605412,1-100
-0.011528157746645064,1-100
0.12434881161852261,1-100
-0.3791985856627718,1-100
0.06659563676897777,1-100
-0.20857484502673035,1-100
1.1535919886767645,1-100
-0.7895547694007206,1-100
-0.7306043135463722,1-100
-0.9004933792296976,1-100
-1.3837604832720842,1-100
-1.3462811286519794,1-100
-0.5403653202291697,1-100
-0.36890025791552683,1-100
-0.2439197658131474,1-100
-0.9150203364496465,1-100
-0.13420249688572278,1-100
-0.23978836332079576,1-100
0.3701896759855899,1-100
-0.3701196171875102,1-100
-1.2330326430367906,1-100
-0.34123731407981683,1-100
-0.7485655441337122,1-100
-0.2227845872136884,1-100
0.723174712083028,1-100
-0.5479968602462354,1-100
0.3417878925159101,1-100
0.4559261955971976,1-100
-0.6170742543711667,1-100
-1.3739487192337192,1-100
-0.063001990824696,1-100
-0.9019879331990204,1-100
-0.9465102555971703,1-100
-0.00018095694156674004,1-100
-0.3414161102656229,1-100
-0.886588638938211,1-100
0.2575884013104247,1-100
0.4071137165676609,1-100
-1.1265809353502658,1-100
-1.2622686036141,1-100
-0.8270991311195591,1-100
0.571579058885443,1-100
0.15833819256402326,1-100
-0.6239178340309417,1-100
1.0254199667511519,1-100
0.5555494643736838,1-100
0.0004395770294701188,1-100
0.6449535313563306,1-100
0.27117413582042144,1-100
-0.546366525838448,1-100
-1.5426693670564462,1-100
-0.15356873780760066,1-100
-0.5256636427753121,1-100
0.1754560100817121,1-100
-0.7835428004087329,1-100
-0.37032907824415323,1-100
-1.2645487757816283,1-100
-0.4917371668677047,1-100
-0.8399755926211572,1-100
0.47843722393822696,1-100
0.25642837663972284,1-100
0.5967190377896785,1-100
-1.079212176775087,1-100
-0.07445052266401798,1-100
-1.0054076614606418,1-100
0.874948337739174,1-100
-0.8281062994349866,1-100
0.6850668890998522,1-100
-0.915588924225103,1-100
-0.4155739331092523,1-100
-0.4532633945846912,1-100
-0.5410205244443318,1-100
0.5831278432750369,1-100
-0.7656768600015907,1-100
0.5338358102733618,1-100
0.6893124711111986,1-100
0.9146615351599475,1-100
0.31174159785715966,1-100
-0.9032881554442589,1-100
-0.12029646019230289,1-100
-0.5426938986432585,1-100
0.26978317160984555,1-100
-0.131707076104548,1-100
0.11104682413507488,1-100
0.9780425883615542,1-100
-0.5783789306780338,101-200
1.3589726538533238,101-200
0.6727831620967383,101-200
-1.06151970441412,101-200
0.7455797760398113,101-200
-1.2130752153155329,101-200
-0.8235160349422752,101-200
0.7239659729596143,101-200
-0.02417067656340636,101-200
-1.539185721601775,101-200
-0.018322778360751395,101-200
0.18336569824866222,101-200
-0.8660802751974584,101-200
1.0972433281184517,101-200
-0.23641992193129718,101-200
0.8820948824163837,101-200
1.5166481186382565,101-200
0.01519995093474271,101-200
0.11079494355355433,101-200
0.4749912316456656,101-200
-0.3637401390020807,101-200
0.493340488533372,101-200
0.43979051029404875,101-200
0.3065400623490993,101-200
-0.10376357561658035,101-200
-0.33515549306498066,101-200
-0.5357327057568114,101-200
-0.15665648591857817,101-200
-0.7354130733237814,101-200
-0.9108209255187159,101-200
1.541099532024772,101-200
0.5079993552199479,101-200
-0.15007304586039683,101-200
-0.1573764242991883,101-200
0.05938416834684282,101-200
1.3767322026550095,101-200
0.4491574663572675,101-200
-0.757237714341832,101-200
-1.4278031366160895,101-200
-0.5459517204291519,101-200
-0.9031449921909455,101-200
-0.6147651317594798,101-200
1.859163541968933,101-200
0.2873192879355389,101-200
0.6124817119167439,101-200
0.0009213414519488804,101-200
0.1277074186496143,101-200
0.5884160257093372,101-200
-0.5949782318495118,101-200
-1.144458569235118,101-200
0.2383242508948493,101-200
0.12582852816689616,101-200
0.2763353827470914,101-200
1.1698687991723045,101-200
0.5507529644824286,101-200
1.3689289257113229,101-200
-0.05917196501654272,101-200
-0.8245172738564812,101-200
0.01099822070619814,101-200
-0.9172259423417,101-200
-0.9339575755801226,101-200
1.2762249446279164,101-200
-0.36450607574782284,101-200
0.9817716928996911,101-200
-0.09882751189920908,101-200
-0.9536103319483397,101-200
0.20068873341945398,101-200
0.34266951013170166,101-200
0.13146654213031975,101-200
-0.20676129779510596,101-200
-0.7358322566519633,101-200
0.42611385566080523,101-200
-0.15603552048770777,101-200
0.4614677537196453,101-200
-0.6669194430173631,101-200
-1.2619996222549636,101-200
-0.5120726872471772,101-200
-0.7295363476501958,101-200
-1.0358603189379323,101-200
-0.434473636059651,101-200
0.8729404614111848,101-200
-0.3163758046813207,101-200
1.1040181671550442,101-200
-0.7955216075288605,101-200
-1.0226564142621948,101-200
0.43175639857318926,101-200
0.3333007534887483,101-200
1.1348922731727809,101-200
0.17671825321905849,101-200
0.9308142184500341,101-200
0.009943854529346912,101-200
-0.10055877949112234,101-200
-1.0472384359636229,101-200
0.4924923245428108,101-200
-0.08610971474852054,101-200
-0.11338449234853495,101-200
-0.2731225501750719,101-200
-0.3728531512934504,101-200
0.46123571077783343,101-200
0.452585630010246,101-200
1.4370253135732267,201-300
0.8824560381043564,201-300
0.0670298743213045,201-300
0.8686384103797083,201-300
0.08422465977400422,201-300
1.3356577378844297,201-300
0.4006202939189534,201-300
-0.6210195368481235,201-300
0.738737049126017,201-300
0.05805967441020352,201-300
0.3082050316586969,201-300
1.0157081642758166,201-300
0.22959437798335838,201-300
1.0938727010769014,201-300
1.008094274479518,201-300
1.0930280781785267,201-300
-0.1879093818274019,201-300
1.5732406454646954,201-300
-0.5967819658335445,201-300
-0.6491479721501994,201-300
0.6710440675319499,201-300
-1.4296338360574778,201-300
0.2511162348082578,201-300
0.6948872050005452,201-300
-0.3139414779089357,201-300
0.1461657090880958,201-300
0.6016870807868386,201-300
0.7614528110006288,201-300
0.7227318469136994,201-300
-0.08040435683223458,201-300
0.4489538747075078,201-300
1.0428872897437125,201-300
0.6798590657216832,201-300
-0.41141978150059527,201-300
1.0576551532656249,201-300
0.4303759508065265,201-300
-0.03274831739641676,201-300
0.2961879759181331,201-300
1.0854751676039391,201-300
-0.398630713076713,201-300
0.4079402374044797,201-300
0.7510859784540698,201-300
1.3310550843662612,201-300
-0.9225391306642577,201-300
0.25451591733434137,201-300
-0.052326679366557986,201-300
-0.54937818024543,201-300
0.5883033217201554,201-300
1.2701921046922628,201-300
0.09637105565505338,201-300
0.262210627927935,201-300
0.4009408417505456,201-300
1.094091789104017,201-300
0.8260853915036002,201-300
1.1312298136639212,201-300
1.0086502259245804,201-300
0.8866517602279863,201-300
-0.9763157946665374,201-300
0.8647129133746447,201-300
-0.41925473637678967,201-300
-0.4894987095839785,201-300
0.024844880970583027,201-300
1.4412099091135593,201-300
0.4873659300997527,201-300
-0.863497180514789,201-300
0.4422459421698694,201-300
1.11323064043711,201-300
0.4774646281991527,201-300
1.208390683142952,201-300
1.5240661421847386,201-300
1.1230476312321915,201-300
1.2371187163694806,201-300
0.7798452103304315,201-300
-0.0934207040509049,201-300
0.7206631744865846,201-300
-1.3527205733683716,201-300
1.5330314785387067,201-300
0.3655393075014735,201-300
0.9566105015011741,201-300
0.9209061517652531,201-300
0.7234489109838174,201-300
-1.383930746240456,201-300
0.6308638115933517,201-300
-0.026290262449821848,201-300
0.32353503758632685,201-300
0.34878762561130283,201-300
0.3634002962921681,201-300
0.599416692007509,201-300
1.2738301286039635,201-300
-1.064998787649087,201-300
0.3378047416577977,201-300
0.4096389614873724,201-300
-0.7782892854011472,201-300
0.08009518346146116,201-300
0.03816566328452695,201-300
-0.13013428886757897,201-300
1.545716614959016,201-300
-1.1729848480880465,201-300
1.6603384432476211,201-300
0.08120328642636665,201-300
0.18760253887015252,301-400
1.3694927726995703,301-400
1.3685967049849075,301-400
-0.23837023651438397,301-400
0.41634563664903407,301-400
0.21403577373674562,301-400
-0.18722894585249952,301-400
0.9185730599679821,301-400
1.485784329401183,301-400
-0.6553337816166671,301-400
1.225407065836568,301-400
0.7035949836367181,301-400
-0.029472511552916632,301-400
1.013257449402882,301-400
0.9870648558524231,301-400
0.16319283598555392,301-400
0.6364739811805449,301-400
1.6067537027998238,301-400
0.999822465452636,301-400
0.2762370832120053,301-400
0.7678915424107368,301-400
0.2288143125919849,301-400
0.2393876743099222,301-400
0.4485389321984047,301-400
-0.7780688350426594,301-400
1.3949851645703555,301-400
1.304170498108431,301-400
-1.2347739401597977,301-400
0.45408870571089666,301-400
0.8029673341753802,301-400
0.21650872000013427,301-400
0.3046126866051136,301-400
1.0948849086425876,301-400
1.2883168265012341,301-400
0.2889768418768575,301-400
1.7846151292252028,301-400
1.0051260322786597,301-400
0.6464211358051054,301-400
0.39285032100577094,301-400
-0.5201956984777834,301-400
0.3749590763117021,301-400
0.05893384714985856,301-400
0.44376936366250397,301-400
0.2941633240831464,301-400
0.7472351728279591,301-400
1.2026726938137016,301-400
0.8508587339407195,301-400
-0.8902025460224535,301-400
-1.3341911892752814,301-400
0.8108505277252269,301-400
0.31957706944723857,301-400
0.17123207885136627,301-400
1.5684721136890518,301-400
1.13821008852701,301-400
1.4679048486825557,301-400
0.062069681400527814,301-400
1.3523987882290778,301-400
0.42660332430276326,301-400
-0.07299144558911701,301-400
1.3901969602929005,301-400
0.6485880694664996,301-400
0.15940710055646148,301-400
-0.724451642160413,301-400
1.444497005967607,301-400
0.6274071538180103,301-400
-0.5658026019904983,301-400
0.7701242745479049,301-400
1.29350817399063,301-400
0.3189890617437364,301-400
0.4582580772958852,301-400
1.396025213039384,301-400
0.0004301422447514733,301-400
0.2804339669811605,301-400
-0.11572028617381552,301-400
1.4658122039854633,301-400
0.5113012980794345,301-400
0.14620024393958894,301-400
0.8026113401148364,301-400
0.01346293571829616,301-400
0.25649854821470347,301-400
0.7106831419856969,301-400
-0.784690075235527,301-400
-0.6540016691277644,301-400
1.2455105423952681,301-400
-0.5094407814538612,301-400
0.4404762871127959,301-400
1.207296274115111,301-400
0.46284971869293856,301-400
1.229349000888167,301-400
0.9723091782087008,301-400
0.9708286194413809,301-400
0.4847177145706084,301-400
0.9495595121072793,301-400
1.1098484581060493,301-400
-0.03912060956691212,301-400
-0.03938983561141686,301-400
1.5611139018516913,301-400
-1.1123273530675428,301-400
-1.1095070441351302,301-400
0.5812558592914427,301-400
1.040542794925114,401-500
2.125188983977624,401-500
1.6984435915386613,401-500
-0.3358023790625252,401-500
1.161672662901213,401-500
0.6325608041787905,401-500
0.7115789970869486,401-500
0.42537075722718093,401-500
1.016731663549944,401-500
1.9978306552764735,401-500
0.8809271962251256,401-500
0.9847515317727787,401-500
0.437933809625432,401-500
1.4368025984553725,401-500
0.0025958516597658883,401-500
-0.11378558752462986,401-500
1.4886688331303863,401-500
0.9652491228310219,401-500
-0.6252059762707196,401-500
0.12770571843493075,401-500
1.2619894648896026,401-500
1.4429220187087701,401-500
1.0381984378676197,401-500
1.2948971292568907,401-500
1.3048464639349189,401-500
1.1633910802315988,401-500
0.8126975073353843,401-500
1.0835882494826827,401-500
1.2372858029183473,401-500
1.1329359275104576,401-500
0.6272715451028406,401-500
0.5144106353078344,401-500
0.6471492726634989,401-500
1.52257927030894,401-500
1.0692776724484665,401-500
0.6288483403820143,401-500
0.8479734292321703,401-500
1.1662014006111938,401-500
1.6152127486578667,401-500
0.054445082129196756,401-500
-0.788049017005537,401-500
1.1822260237873607,401-500
1.1378412440145789,401-500
1.0799344861308404,401-500
1.024487651459057,401-500
0.8870195227545724,401-500
0.9582857228886938,401-500
0.9697615218043585,401-500
0.9665995071440548,401-500
0.3510426092149132,401-500
0.9079414948721105,401-500
