Expression,Group
-1.420404274370899,1-100
-1.1494012010677943,1-100
-1.2941414043420683,1-100
-1.2535614348259854,1-100
-1.3193955615055208,1-100
-1.5385930499261073,1-100
-1.1691522131381356,1-100
-1.2547097884936687,1-100
-1.3597857426672657,1-100
-1.1672905992260152,1-100
-1.2858794573887224,1-100
-1.3271912409766053,1-100
-1.4042765668351977,1-100
-1.0271563533973975,1-100
-0.8899237762983105,1-100
-1.242408400572735,1-100
-1.303558526619547,1-100
-0.8301793205776333,1-100
-1.5435616862782435,1-100
-1.116310941044486,1-100
-0.9882835035060227,1-100
-1.1666822984134462,1-100
-0.942714867731286,1-100
-1.2131737177219657,1-100
-1.6471847544886973,1-100
-0.6555600082038868,1-100
-1.5649728785635562,1-100
-0.9784855728600301,1-100
-1.2813461057789421,1-100
-1.4637162273288604,1-100
-1.3777078990556042,1-100
-1.2384796514427834,1-100
-1.3868310915969473,1-100
-0.9975050967139127,1-100
-1.4367538860344555,1-100
-1.1859093241660497,1-100
-1.3410032817410444,1-100
-1.2960081888354416,1-100
-1.037092469390075,1-100
-0.8263795548193613,1-100
-1.2935619444585393,1-100
-1.464109454289581,1-100
-1.3312915073893445,1-100
-1.081997024178309,1-100
-1.2746783238086843,1-100
-0.9574532421180235,1-100
-1.2229486736647748,1-100
-1.3843316788549014,1-100
-1.4342235942754424,1-100
-1.3949591895554774,1-100
-1.0257278645202403,1-100
-1.3437121067157847,1-100
-1.4449554287251418,1-100
-1.459159211161205,1-100
-1.1128872633100653,1-100
-1.148893004906247,1-100
-1.1124566755179335,1-100
-1.6177985188964201,1-100
-1.2356512349836037,1-100
-0.9797088987883337,1-100
-1.1133806882751442,1-100
-0.8625598009884649,1-100
-1.3617083101923717,1-100
-1.4111615573839924,1-100
-0.48272407687346897,1-100
-1.2979251162200653,1-100
-1.4459256616794405,1-100
-1.1023843503308521,1-100
-1.1802113073479772,1-100
-1.4192411926922772,1-100
-1.2667992631820608,1-100
-1.050333063294679,1-100
-1.2966782731688415,1-100
-1.289650934732423,1-100
-1.1595589557107995,1-100
-1.285404214442686,1-100
-0.982708691310749,1-100
-1.4531821358765498,1-100
-1.0497661291997358,1-100
-0.6138533080463304,1-100
-1.5196596584162791,1-100
-1.438782343739037,1-100
-1.2904466454479768,1-100
-1.4052740121035994,1-100
-1.228182683357017,1-100
-1.4920688974572724,1-100
-1.56116977407549,1-100
-1.4745473697747522,1-100
-1.2870766189330682,1-100
-1.1160101576735995,1-100
-1.3575444580746638,1-100
-1.20960679472121,1-100
-1.4217291610699003,1-100
-1.3480208897564334,1-100
-1.2359722283676842,1-100
-1.3488725559464838,1-100
-1.30350470618724,1-100
-1.2735957113205711,1-100
-1.2066926364171529,1-100
-1.5111962359176312,1-100
-1.3695811084429494,101-200
-1.5662293481947605,101-200
-1.3275467665240088,101-200
-1.1113090224001956,101-200
-0.6888420594586834,101-200
-1.5231438695772053,101-200
-1.3270012374088425,101-200
-1.2959256424679588,101-200
-1.2823463912866369,101-200
-1.1215534076592288,101-200
-1.4239827900047113,101-200
-1.3071598080112719,101-200
-1.0060468040187134,101-200
-1.55838979180977,101-200
-1.0952756252328884,101-200
-1.0975684985830365,101-200
-1.115992639212868,101-200
-1.0150281949618662,101-200
-1.1046129559181508,101-200
-1.2739699348686542,101-200
-1.0741887671409498,101-200
-1.2724872824699514,101-200
-1.6081610954874124,101-200
-0.07973700491971547,101-200
-1.4157094510805721,101-200
-1.2866101824342193,101-200
-1.1714221748571902,101-200
-0.9563960528915421,101-200
-1.2441699165474567,101-200
-1.4500066005446404,101-200
-1.1083544835660206,101-200
-0.7646047526518589,101-200
-1.2828774873982043,101-200
-1.3514952147123511,101-200
-1.1163305719122094,101-200
-1.3563221008788482,101-200
-0.8639592916259652,101-200
-1.712725395219813,101-200
-1.1089415313268447,101-200
-1.2075011213755347,101-200
-1.0730132236780066,101-200
-1.0391639070012226,101-200
-1.2862775222067524,101-200
-1.2595145243825623,101-200
-1.7652311979928217,101-200
-0.8488853070361432,101-200
-1.4153026738379602,101-200
-1.6666436292924285,101-200
-1.1273821175031258,101-200
-1.1993146360244058,101-200
-1.2011228772365157,101-200
-1.1838491766267885,101-200
-0.8542867536019266,101-200
-1.4200962270500384,101-200
-1.6080186927094116,101-200
-0.18787724613760518,101-200
-1.0818726643433187,101-200
-1.1017614158258517,101-200
-1.135302031330387,101-200
-1.3401544231876024,101-200
-0.6903064593962773,101-200
-1.135531623605533,101-200
-1.1691331678955894,101-200
-1.4646519110641563,101-200
-0.6530074409839549,101-200
-1.4359411720451447,101-200
-1.1969039642621964,101-200
-0.5654067687040569,101-200
-1.3561341130583386,101-200
-1.5680644919411593,101-200
-1.0955043229632042,101-200
-0.6269529620218087,101-200
-1.2918423788431443,101-200
-1.618290886951485,101-200
-0.910130804328334,101-200
-1.1291440547412042,101-200
-1.4371058967151351,101-200
-1.1876405443449174,101-200
-1.2073130871000282,101-200
-1.1170377510550569,101-200
-0.9658093859280554,101-200
-1.6196214692476714,101-200
-0.678566045981716,101-200
-1.2161468708382335,101-200
-1.1778888937939773,101-200
-1.2980983614027501,101-200
-1.3515403661797247,101-200
-1.4351287800134107,101-200
-1.6228769939447198,101-200
-1.3763927787791248,101-200
-1.1981816885627388,101-200
-1.2696141570604846,101-200
-0.970936362567164,101-200
-0.953474599302505,101-200
-1.415479455291253,101-200
-1.2535816421652757,101-200
-0.8140649641240458,101-200
-1.0960337591526121,101-200
-1.1105610325289006,101-200
-0.7860655400916086,101-200
-0.9548569080290168,201-300
-1.3585639395061033,201-300
-1.3975462234943725,201-300
-1.1635614199715916,201-300
-0.9901145312792432,201-300
-1.2681164856573555,201-300
-1.2544275489244958,201-300
-1.3226109650378368,201-300
-1.0331866583911327,201-300
-1.2086218079157662,201-300
-1.057868282229587,201-300
-0.9747600514201868,201-300
-1.294746034527087,201-300
-0.7488429162448055,201-300
-1.0506392407511251,201-300
-0.9197980747707083,201-300
-1.2722719250849441,201-300
-1.4670542987797817,201-300
-0.15742040189550333,201-300
-1.1786571250234783,201-300
-0.9892969593376588,201-300
-1.3169779316756614,201-300
-1.3020460704330716,201-300
-1.5288856155727313,201-300
-1.5486772193911247,201-300
-0.8923379380967956,201-300
-1.1781740230197426,201-300
-1.0951570041905356,201-300
-1.2466940440092011,201-300
-0.9638882380685717,201-300
0.08332568442951827,201-300
-1.0932671802982434,201-300
-1.676444293327014,201-300
-1.2551399279481985,201-300
-1.52819341784522,201-300
-1.3319437663017488,201-300
-1.4851124337002908,201-300
-0.9739282101259005,201-300
-1.1183053600025386,201-300
-1.008461101459921,201-300
-1.322120150690118,201-300
-0.6679856974595877,201-300
-1.5354796017709123,201-300
-1.5035752258562214,201-300
-1.1500436298396601,201-300
-1.2632524828996776,201-300
-1.3267788176755522,201-300
-1.4880770898592492,201-300
-1.2508554467146296,201-300
-1.4249752004576142,201-300
-0.9441904119534871,201-300
-1.5287970728236409,201-300
-1.2840857245057495,201-300
-1.4639981750738909,201-300
-1.224392330422123,201-300
-1.4663061339115613,201-300
-1.6468579041530789,201-300
-1.34052943054368,201-300
-1.4973920024281584,201-300
-1.3656008070220644,201-300
-1.187467025243235,201-300
-1.3421447819738015,201-300
-1.4891904068076443,201-300
-0.9583359944003615,201-300
-1.409657456525069,201-300
-1.3034084790240243,201-300
-1.080660520991592,201-300
-1.5391819390101662,201-300
-1.000099049173626,201-300
-1.1442945529202933,201-300
-0.4861734475255869,201-300
-1.2861630854112718,201-300
-1.294464951911481,201-300
-0.9816185157576067,201-300
-0.829397278469735,201-300
-0.18242638211118914,201-300
-1.4402749321661292,201-300
-0.8229678171497719,201-300
-0.9210718912526066,201-300
-1.6624235240166514,201-300
-1.2626994450609157,201-300
-0.844015422868601,201-300
-1.0258635826892866,201-300
-1.028725987403667,201-300
-1.4726001061678997,201-300
-1.1392277306277165,201-300
