removed_top_n,mean_remaining,std_remaining
1,0.6221226383506164,0.8755278828499661
2,0.62504311720741,0.8736505919465446
3,0.6244437438738601,0.8743362367946405
4,0.6246441731041095,0.8751239900187602
5,0.6229803548870362,0.8750632695199501
6,0.6244485797860689,0.8751962523496195
7,0.6268396511614306,0.8742247620238139
8,0.6246970281577987,0.8736052897730382
9,0.6282060178789824,0.8705878743117784
10,0.6311298081328014,0.8687358880669585
11,0.6339642115998476,0.8670432268966956
12,0.6340809983375293,0.8678444195738704
13,0.6375087729347318,0.8650058683430322
14,0.6397230439256609,0.8642905787461982
15,0.6420372489803682,0.8634372534797997
16,0.6431203993410243,0.863882129103893
17,0.6469439534641461,0.8601660641428308
18,0.6472328834804746,0.8609482709677526
19,0.6503698361724066,0.8587157335657087
20,0.6504888385633681,0.8595210865837734
21,0.6510945742895483,0.860220079892858
22,0.6527596728424322,0.8601821782665274
23,0.6557063105975662,0.8583314849823702
24,0.6585130894499217,0.8567274135382928
25,0.6617525218198348,0.8543185113189092
26,0.6622045284336806,0.8550705929134194
27,0.6639773967599997,0.8549249899784808
28,0.6658368251883369,0.8546862961745588
29,0.6668741726797387,0.8551777800852397
30,0.6669698748628755,0.8559968841952464
31,0.665156361330874,0.85582257852786
32,0.6681027738690513,0.8540144195781361
33,0.6676426751575026,0.8547758126456365
34,0.6700967267489005,0.8537822305880923
35,0.6694672051435566,0.8544910960416989
36,0.6730679426533627,0.8514096742063358
37,0.6738505741046998,0.8520543759320198
38,0.6757214774882807,0.8518327173818289
39,0.6767904643103887,0.8523226485293391
40,0.6777705095915256,0.8528701582594569
41,0.6798927091910324,0.8523612239211504
42,0.679713235589614,0.8531901415064715
43,0.6798044739897257,0.8540286616121462
44,0.6818948153227611,0.8535754433204015
45,0.6821219300298581,0.8544048758858839
46,0.6845981845654608,0.8534398294271213
47,0.684878284042634,0.8542646145490735
48,0.6866361845962264,0.8542056983116391
49,0.6894537056610085,0.852724285809412
50,0.6914334901890167,0.8524255346298248
51,0.6933473574455078,0.8522053855011936
52,0.6946082069696912,0.8525954958016219
53,0.6948941809157151,0.8534289462611877
54,0.6908358175048094,0.8494843434915623
55,0.694134446965682,0.8471626296395101
56,0.6956680261865215,0.8473329631524867
57,0.6978333840050225,0.8468253839141541
58,0.6967828046913493,0.8473645293671507
59,0.6969158257501822,0.8482218553808482
60,0.6998909748531488,0.8465238039407694
61,0.6994819566938343,0.8473405576026696
62,0.7019133206460393,0.8465025486616823
63,0.7039527636787811,0.8461726786736373
64,0.7041895031284494,0.8470266677314241
65,0.7036907454475042,0.8478281463986092
66,0.7064516557703765,0.846522735806184
67,0.7082511944629952,0.8464732903906843
68,0.7089014102084403,0.8472304162465764
69,0.7044921041906238,0.8425678907160185
70,0.7045090975222991,0.8434450266145446
71,0.7042529448237701,0.8443063392741921
72,0.7070182971822842,0.8430192898308947
73,0.7073543037801362,0.843870520275922
74,0.7081256516787034,0.844588477164061
75,0.7111735368820244,0.8428579897473899
76,0.713771898809682,0.8418440414092625
77,0.7138648612585075,0.8427310397434983
78,0.714914864314322,0.8433141594435947
79,0.7172556130106094,0.8426758379773439
80,0.719032142042345,0.8426902885073532
81,0.7203406296903658,0.8431111115850832
82,0.7209990168999095,0.8438909457903054
83,0.7202125494508859,0.8446226414513968
84,0.7209974572037898,0.8453582502529814
85,0.7205729419325867,0.8462171304402807
86,0.720612159619122,0.8471280894447758
87,0.7200285592463234,0.847949240586371
88,0.7208359927395467,0.848688622598304
89,0.7210186810938726,0.8495995361518658
90,0.7203502432649052,0.850401414255315
91,0.7206866036863337,0.8512967067238094
92,0.7192403309968035,0.8516620915109643
93,0.7203274147951967,0.8522759105800216
94,0.7223523806154467,0.8521110440131149
95,0.7234994279138052,0.852695182023808
96,0.7200912111072184,0.8505323848685711
97,0.7166662326098341,0.8483375637718111
98,0.7186942684530016,0.8481778528190802
99,0.7200032570352357,0.8486614900153591
100,0.7215704482031886,0.8489517841549995
101,0.72384762829489,0.8485227161353516
102,0.7238702691157924,0.8494690647447093
103,0.726989221331667,0.8478525354552321
104,0.7262992471219586,0.8486771477897022
105,0.729086703885051,0.8475883817301227
106,0.7306129684316145,0.8479312922513543
107,0.7314644584298405,0.8486981544125943
108,0.7324906679520785,0.8493830958249846
109,0.7302711904323523,0.8490643442516261
110,0.729873565886039,0.8499876285344827
111,0.730525283514014,0.8508453577765941
112,0.731727527387028,0.8514435521950876
113,0.7326504518576529,0.8521983203661044
114,0.732434492387295,0.8531631079821586
115,0.733314607619745,0.8539454702165988
116,0.7347026159625787,0.8544384392146792
117,0.7370278858331177,0.8540518268601202
118,0.7337816223997807,0.8523672373925534
119,0.7327618319245464,0.8530922127478923
120,0.7323319537402992,0.8540369760841188
121,0.733740875115167,0.8545324835683517
122,0.733559112594889,0.8555219034620003
123,0.7352755497230227,0.855786693864701
124,0.7345689979649264,0.8566661431741562
125,0.7368938396221759,0.8563300575086656
126,0.7388412633221181,0.8563987717031355
127,0.7425771149678927,0.8539526414212322
128,0.7392434864683812,0.8522102596649288
129,0.7404757031073601,0.8528462161077811
130,0.7419768846700084,0.8533051641761683
131,0.74489112518137,0.8522326606464906
132,0.7463131215944875,0.8527548416599392
133,0.7474378215193964,0.8534670080237952
134,0.7459856366784823,0.8539774721670224
135,0.7455131593279897,0.8549514328361627
136,0.7443212372740383,0.8556389024200273
137,0.7444459266591231,0.8566704018090656
138,0.7446040690252426,0.8577033991366154
139,0.7473143664195044,0.8569822651004919
140,0.7499535963920592,0.8563568372815477
141,0.7507549068428652,0.8572495534726243
142,0.7523636208086415,0.8576826275807685
143,0.7548989428052063,0.8572072926870333
144,0.7578124061727436,0.8562473241707556
145,0.7600760506268082,0.8560895814503774
146,0.7621574124301644,0.8561243875472507
147,0.7633198925058038,0.8568674048362852
148,0.7656332731954963,0.8566746316171691
149,0.7689437614474469,0.8551701152303874
150,0.7722014824107,0.8537496733249567
151,0.7738205443154352,0.8542053314948701
152,0.7763149556503464,0.853825198045627
153,0.7805888261002536,0.8506373665365431
154,0.7812297355633452,0.8516149880150723
155,0.7826475040397645,0.8522254233528919
