Expression,Group
-1.7652311979928217,1-100
-1.2309542428048565,1-100
-1.2313550806000526,1-100
-1.2320620296323102,1-100
-1.2356512349836037,1-100
-1.2359722283676842,1-100
-1.2373614275850682,1-100
-1.2384796514427834,1-100
-1.240330711020034,1-100
-1.242408400572735,1-100
-1.2441699165474567,1-100
-1.244171375068412,1-100
-1.2466940440092011,1-100
-1.2501786955279581,1-100
-1.2508554467146296,1-100
-1.228182683357017,1-100
-1.2521471126414676,1-100
-1.2535816421652757,1-100
-1.2544275489244958,1-100
-1.2547097884936687,1-100
-1.2551399279481985,1-100
-1.256086070894748,1-100
-1.2595145243825623,1-100
-1.2623817414995362,1-100
-1.2626994450609157,1-100
-1.2632524828996776,1-100
-1.2667992631820608,1-100
-1.266837953415581,1-100
-1.267194801314134,1-100
-1.2678192064999687,1-100
-1.2681164856573555,1-100
-1.2535614348259854,1-100
-1.2696141570604846,1-100
-1.224392330422123,1-100
-1.2229486736647748,1-100
-1.1859093241660497,1-100
-1.186963127827661,1-100
-1.187467025243235,1-100
-1.187631073245178,1-100
-1.1876405443449174,1-100
-1.1886445257723277,1-100
-1.1895465185136118,1-100
-1.1900181979512525,1-100
-1.1930459006007519,1-100
-1.1940125039933878,1-100
-1.1955636172820703,1-100
-1.1969039642621964,1-100
-1.1981816885627388,1-100
-1.1993146360244058,1-100
-1.2230336221965425,1-100
-1.2011228772365157,1-100
-1.2066926364171529,1-100
-1.2073130871000282,1-100
-1.2075011213755347,1-100
-1.2086218079157662,1-100
-1.2090682419585046,1-100
-1.20960679472121,1-100
-1.2114409382868856,1-100
-1.212045147163548,1-100
-1.2130673483461563,1-100
-1.2131737177219657,1-100
-1.214296730499367,1-100
-1.2161468708382335,1-100
-1.2162659979754418,1-100
-1.216654278972584,1-100
-1.2053314147485428,1-100
-1.1845303995030159,1-100
-1.2721496036409348,1-100
-1.2723816303880027,1-100
-1.2980983614027501,1-100
-1.3020460704330716,1-100
-1.3034084790240243,1-100
-1.30350470618724,1-100
-1.303558526619547,1-100
-1.3054536447314025,1-100
-1.3069667612272264,1-100
-1.3071598080112719,1-100
-1.3096245539287208,1-100
-1.3168970813195402,1-100
-1.3169779316756614,1-100
-1.3188794766375476,1-100
-1.3193955615055208,1-100
-1.319449899386567,1-100
-1.2979251162200653,1-100
-1.3198591892845863,1-100
-1.3226109650378368,1-100
-1.3264553500315608,1-100
-1.3267788176755522,1-100
-1.3270012374088425,1-100
-1.3270181288182412,1-100
-1.3271912409766053,1-100
-1.3275467665240088,1-100
-1.3306082776729111,1-100
-1.3312915073893445,1-100
-1.3319437663017488,1-100
-1.3323510902087574,1-100
-1.3353673215114383,1-100
-1.3355409537102119,1-100
-1.3364789809616424,1-100
-1.322120150690118,1-100
-1.2722719250849441,101-200
-1.2971095438498703,101-200
-1.2960081888354416,101-200
-1.2724872824699514,101-200
-1.2735957113205711,101-200
-1.2739699348686542,101-200
-1.2746783238086843,101-200
-1.2750439511657836,101-200
-1.2757957901558798,101-200
-1.2759389955503473,101-200
-1.279166590447462,101-200
-1.28008864656333,101-200
-1.2813461057789421,101-200
-1.2822065501701858,101-200
-1.2823463912866369,101-200
-1.2828774873982043,101-200
-1.2840857245057495,101-200
-1.2966782731688415,101-200
-1.2843074162982817,101-200
-1.2858794573887224,101-200
-1.2861630854112718,101-200
-1.2862775222067524,101-200
-1.2866101824342193,101-200
-1.2870766189330682,101-200
-1.2888730452251722,101-200
-1.289650934732423,101-200
-1.2904466454479768,101-200
-1.2918423788431443,101-200
-1.2935619444585393,101-200
-1.2941414043420683,101-200
-1.294464951911481,101-200
-1.294746034527087,101-200
-1.2959256424679588,101-200
-1.285404214442686,101-200
-1.1838491766267885,101-200
-1.1826719327840904,101-200
-1.181458572511411,101-200
-1.0506392407511251,101-200
-1.0534700118453024,101-200
-1.053697600038395,101-200
-1.057868282229587,101-200
-1.0622675379153481,101-200
-1.065038143486496,101-200
-1.0702509858513387,101-200
-1.0705844199631889,101-200
-1.0730132236780066,101-200
-1.0741887671409498,101-200
-1.0760719988697491,101-200
-1.080660520991592,101-200
-1.0818726643433187,101-200
-1.081997024178309,101-200
-1.050333063294679,101-200
-1.0839279921015992,101-200
-1.0876364086162031,101-200
-1.0878414133253012,101-200
-1.0909418599827898,101-200
-1.0932671802982434,101-200
-1.0951570041905356,101-200
-1.0952349107638437,101-200
-1.0952756252328884,101-200
-1.0955043229632042,101-200
-1.0960337591526121,101-200
-1.0975684985830365,101-200
-1.0977244886872293,101-200
-1.0996680231819136,101-200
-1.1017614158258517,101-200
-1.1023843503308521,101-200
-1.087512139765738,101-200
-1.1034977466140303,101-200
-1.0497661291997358,101-200
-1.0453297889243693,101-200
-0.9841696986927362,101-200
-0.9882835035060227,101-200
-0.9892969593376588,101-200
-0.9901145312792432,101-200
-0.9905982811886155,101-200
-0.9975050967139127,101-200
-0.9977262600678353,101-200
-1.000099049173626,101-200
-1.0059857041348073,101-200
-1.0060468040187134,101-200
-1.0077824367788002,101-200
-1.008461101459921,101-200
-1.0090329311479873,101-200
-1.0111670984616108,101-200
-1.0492321569113834,101-200
-1.0150281949618662,101-200
-1.01962562876366,101-200
-1.0228763358578914,101-200
-1.0257278645202403,101-200
-1.0258635826892866,101-200
-1.0271563533973975,101-200
-1.027293635722416,101-200
-1.028725987403667,101-200
-1.0331866583911327,101-200
-1.0331986925497618,101-200
-1.0337097812887137,101-200
-1.0364053422738058,101-200
-1.037092469390075,101-200
-1.0372151852089844,101-200
-1.0391639070012226,201-300
-1.0155627020524405,201-300
-1.1046129559181508,201-300
-1.105079586382519,201-300
-1.1077599699909708,201-300
-1.1454155711892013,201-300
-1.1475117918723445,201-300
-1.1478027185427244,201-300
-1.148893004906247,201-300
-1.1494012010677943,201-300
-1.1500436298396601,201-300
-1.1524158178447854,201-300
-1.1584735963931623,201-300
-1.158658780224025,201-300
-1.1595589557107995,201-300
-1.1603664057364445,201-300
-1.1635614199715916,201-300
-1.1666822984134462,201-300
-1.1669128444303258,201-300
-1.1442945529202933,201-300
-1.1672643864668568,201-300
-1.1688100379425954,201-300
-1.1691331678955894,201-300
-1.1691522131381356,201-300
-1.1709606207152599,201-300
-1.1714221748571902,201-300
-1.171521872595826,201-300
-1.1749833319190746,201-300
-1.1774808877688687,201-300
-1.1778481727385945,201-300
-1.1778888937939773,201-300
-1.1781740230197426,201-300
-1.1786571250234783,201-300
-1.1786891812689726,201-300
-1.1802113073479772,201-300
-1.1672905992260152,201-300
-1.144126723957364,201-300
-1.14322600526462,201-300
-1.1421926369146145,201-300
-1.1083544835660206,201-300
-1.1089415313268447,201-300
-1.1105610325289006,201-300
-1.1113090224001956,201-300
-1.1124566755179335,201-300
-1.1127073614237613,201-300
-1.1128872633100653,201-300
-1.1133806882751442,201-300
-1.1136898523764562,201-300
-1.113919372385752,201-300
-1.115992639212868,201-300
-1.1160101576735995,201-300
-1.116310941044486,201-300
-1.1163305719122094,201-300
-1.1170320947600376,201-300
-1.1170377510550569,201-300
-1.1183053600025386,201-300
-1.1417972995638221,201-300
-1.1392277306277165,201-300
-1.1370345012884988,201-300
-1.135531623605533,201-300
-1.1353696830013607,201-300
-1.135302031330387,201-300
-1.3401544231876024,201-300
-1.1343115996151403,201-300
-1.1302832486418235,201-300
-1.1291440547412042,201-300
-1.1274960215045409,201-300
-1.1273821175031258,201-300
-1.122073476611324,201-300
-1.1215534076592288,201-300
-1.1334767591063928,201-300
-0.982708691310749,201-300
-1.34052943054368,201-300
-1.3410032817410444,201-300
-1.4359411720451447,201-300
-1.4367538860344555,201-300
-1.4371058967151351,201-300
-1.4378041608213654,201-300
-1.438782343739037,201-300
-1.4402749321661292,201-300
-1.4410356026046094,201-300
-1.4421313541200718,201-300
-1.4449554287251418,201-300
-1.4455016158622103,201-300
-1.4459256616794405,201-300
-1.4500066005446404,201-300
-1.4531821358765498,201-300
-1.4542746249002718,201-300
-1.4351287800134107,201-300
-1.454734337558853,201-300
-1.459159211161205,201-300
-1.4601514641459865,201-300
-1.46120835232152,201-300
-1.4634879420154607,201-300
-1.4635884776135553,201-300
-1.4637162273288604,201-300
-1.4639981750738909,201-300
-1.464109454289581,201-300
-1.4646519110641563,201-300
-1.4663061339115613,201-300
-1.4670542987797817,301-400
-1.4726001061678997,301-400
-1.4741622244508839,301-400
-1.4741841519079308,301-400
-1.4561555029952122,301-400
-1.4745473697747522,301-400
-1.4350125270955467,301-400
-1.4249752004576142,301-400
-0.9204371202420633,301-400
-0.92068152189575,301-400
-0.9210718912526066,301-400
-0.9426914774984505,301-400
-0.942714867731286,301-400
-0.9441904119534871,301-400
-0.9495619852198325,301-400
-0.953088000520192,301-400
-0.9531782028024025,301-400
-0.953474599302505,301-400
-0.9538523678756364,301-400
-0.9548569080290168,301-400
-0.9563960528915421,301-400
-0.9574532421180235,301-400
-1.4342235942754424,301-400
-0.9583359944003615,301-400
-0.9606336648393997,301-400
-0.9638882380685717,301-400
-0.9658093859280554,301-400
-0.970936362567164,301-400
-0.9739282101259005,301-400
-0.9747600514201868,301-400
-0.9770952152592536,301-400
-0.9784855728600301,301-400
-0.9797088987883337,301-400
-1.4200962270500384,301-400
-1.420404274370899,301-400
-1.4217291610699003,301-400
-1.422052068564995,301-400
-1.4239827900047113,301-400
-0.959949098097258,301-400
-1.4751566024845508,301-400
-1.4847586749082948,301-400
-1.4848697033000497,301-400
-1.56116977407549,301-400
-1.5639474835262661,301-400
-1.5649728785635562,301-400
-1.5662293481947605,301-400
-1.5680644919411593,301-400
-1.5707063165578372,301-400
-1.5750776896208611,301-400
-1.581268629941523,301-400
-1.584742262475946,301-400
-1.5874167814982378,301-400
