Expression,Group
-1.5953753671960436,301-400
-1.604089938387499,301-400
-1.6070518725922858,301-400
-1.6080186927094116,301-400
-1.55838979180977,301-400
-1.6081610954874124,301-400
-1.618290886951485,301-400
-1.6196214692476714,301-400
-1.6216702704458614,301-400
-1.6228769939447198,301-400
-1.625843481200274,301-400
-1.6403848104329568,301-400
-1.6468579041530789,301-400
-1.6471847544886973,301-400
-1.6624235240166514,301-400
-1.6666436292924285,301-400
-1.676444293327014,301-400
-1.6896039317152172,301-400
-1.712725395219813,301-400
-1.7171364689309672,301-400
-1.6177985188964201,301-400
-1.5486772193911247,301-400
-1.5435616862782435,301-400
-1.5391819390101662,301-400
-1.4851124337002908,301-400
-1.4878097052775892,301-400
-1.4880770898592492,301-400
-1.4891904068076443,301-400
-1.4920688974572724,301-400
-1.4924272367192721,301-400
-1.4949245901544255,301-400
-1.4973920024281584,301-400
-1.4988995232070341,301-400
-1.5035752258562214,301-400
-1.504926576118633,301-400
-1.506358653100024,301-400
-1.5079362581727573,301-400
-1.5111962359176312,301-400
-1.512858421003907,301-400
-1.5151385493981087,301-400
-1.5196596584162791,301-400
-1.5385930499261073,301-400
-1.5354796017709123,301-400
-1.532620244828831,301-400
-1.530648162308319,301-400
-1.5296497705278664,301-400
-1.5289939403694848,301-400
-0.9197980747707083,301-400
-1.5288856155727313,401-500
-1.52819341784522,401-500
-1.5264444988087251,401-500
-1.5231438695772053,401-500
-1.5220866351919704,401-500
-1.5200894919848293,401-500
-1.5199192133891746,401-500
-1.5287970728236409,401-500
-0.910130804328334,401-500
-0.9087033750056595,401-500
-0.9066039357633464,401-500
-1.3971616065692807,401-500
-1.3975462234943725,401-500
-1.4042765668351977,401-500
-1.4052740121035994,401-500
-1.4056416339729227,401-500
-1.409657456525069,401-500
-1.4100753871772138,401-500
-1.4100837804226705,401-500
-1.410831645487274,401-500
-1.4111615573839924,401-500
-1.4149126286519342,401-500
-1.4153026738379602,401-500
-1.415479455291253,401-500
-1.4157094510805721,401-500
-1.3949591895554774,401-500
-1.416013186844082,401-500
-1.4168887993730053,401-500
-1.4192411926922772,401-500
0.6539753981491023,401-500
0.4024312340358121,401-500
0.26491165282417706,401-500
0.08332568442951827,401-500
-0.07973700491971547,401-500
-0.14774528965137326,401-500
-0.15742040189550333,401-500
-0.18242638211118914,401-500
-0.18787724613760518,401-500
-0.21807866219005023,401-500
-0.22512936930688207,401-500
-0.23625600744094957,401-500
-1.4160789613023546,401-500
-0.3319490794074664,401-500
-1.388741232257985,401-500
-1.3868310915969473,401-500
-1.3413753146318617,401-500
-1.3421447819738015,401-500
-1.3437121067157847,401-500
-1.3470375208760321,401-500
-1.3480208897564334,401-500
-1.3488725559464838,401-500
-1.3514952147123511,401-500
-1.3515403661797247,401-500
-1.3561341130583386,401-500
-1.3563221008788482,401-500
-1.3575444580746638,401-500
-1.3585639395061033,401-500
-1.3597857426672657,401-500
-1.3617083101923717,401-500
-1.3882871638789427,401-500
-1.3625127957119243,401-500
-1.3645897403276859,401-500
-1.3656008070220644,401-500
-1.3695811084429494,401-500
-1.3696926852884468,401-500
-1.371552493124861,401-500
-1.372091316941468,401-500
-1.3726102669364386,401-500
-1.3749143729034965,401-500
-1.3763927787791248,401-500
-1.3777078990556042,401-500
-1.3799466846810486,401-500
-1.3843316788549014,401-500
-1.3847420809877193,401-500
-1.385570211875495,401-500
-1.3641820767327106,401-500
-1.340910700236865,401-500
-0.4020923916282832,401-500
-0.4280054854812006,401-500
-0.8028432505001453,401-500
-0.8063650754953539,401-500
-0.8140649641240458,401-500
-0.8142612993566709,401-500
-0.8194169367776386,401-500
-0.8229678171497719,401-500
-0.8263795548193613,401-500
-0.829397278469735,401-500
-0.8301793205776333,401-500
-0.8397787254665421,401-500
-0.8438961247004105,401-500
-0.844015422868601,401-500
-0.8450491556936871,401-500
-0.8488853070361432,401-500
-0.4037783873688607,401-500
-0.8500168470054739,401-500
-0.8625598009884649,401-500
-0.8639592916259652,401-500
-0.8707489172483603,401-500
-0.872851189124847,401-500
-0.873214534936115,401-500
-0.8770874188512955,501-547
-0.877435289323849,501-547
-0.8899237762983105,501-547
-0.8913297948219749,501-547
-0.8923379380967956,501-547
-0.9020201099431122,501-547
-0.9026366254484203,501-547
-0.9041156728677641,501-547
-0.9043354462343394,501-547
-0.8542867536019266,501-547
-0.7910710106005434,501-547
-0.7984624881334336,501-547
-0.7860655400916086,501-547
-0.6590486391902923,501-547
-0.6582416239660995,501-547
-0.6560824776931147,501-547
-0.6555600082038868,501-547
-0.6530074409839549,501-547
-0.6269529620218087,501-547
-0.6679856974595877,501-547
-0.6138533080463304,501-547
-0.5770605845099517,501-547
-0.574227706849703,501-547
-0.5654067687040569,501-547
-0.5271268833184752,501-547
-0.4861734475255869,501-547
-0.48272407687346897,501-547
-0.607097653722731,501-547
-0.7890254666679968,501-547
-0.6714914571149175,501-547
-0.6743864600430967,501-547
-0.7825118028882,501-547
-0.7768880140686105,501-547
-0.7682059851343781,501-547
-0.7646047526518589,501-547
-0.6720292585103133,501-547
-0.7488429162448055,501-547
-0.7644738134750366,501-547
-0.7285440540478982,501-547
-0.7255588599025073,501-547
-0.6903064593962773,501-547
-0.6888420594586834,501-547
-0.678566045981716,501-547
-0.7350584333540623,501-547
-0.9816185157576067,501-547
-1.383214913482874,501-547
-1.2145098137444474,501-547
