order,cum_neg,cum_pos,pseudo_similarity,prop_fin
1,0,0,0.9231468827494281,1.0
2,0,0,0.9193228561920214,1.0
3,0,0,0.9188312604478852,1.0
4,0,0,0.9175318907232061,1.0
5,0,0,0.9165450763282879,1.0
6,0,0,0.9162580209630538,1.0
7,0,0,0.9159971980497568,1.0
8,0,0,0.9151719517137811,1.0
9,0,0,0.914283559216136,1.0
10,0,0,0.9135632783424581,1.0
11,1,0,0.9129320762185364,2.0
12,1,0,0.9127774537137038,2.0
13,1,0,0.9124829501464479,2.0
14,1,0,0.9118366415330198,2.0
15,1,0,0.9114914340606457,2.0
16,1,1,0.9109150136353535,1.0
17,1,1,0.9107777029750012,1.0
18,1,2,0.9105455851824459,0.6666666666666666
19,2,2,0.9101022073616785,1.0
20,2,2,0.9099450274502988,1.0
21,3,2,0.909714725879927,1.3333333333333333
22,3,3,0.909412418154149,1.0
23,3,3,0.9081425603381699,1.0
24,3,3,0.9080421543066263,1.0
25,4,3,0.9075042168751353,1.25
26,5,3,0.9071232627522063,1.5
27,5,4,0.9064463560552838,1.2
28,5,4,0.9062299607124978,1.2
29,6,4,0.9056127378041389,1.4
30,7,4,0.9052371029371145,1.6
31,8,4,0.9046644666560193,1.8
32,8,4,0.9041405980531083,1.8
33,9,4,0.9040556071768928,2.0
34,10,4,0.9040381085048221,2.2
35,10,5,0.9038337944462463,1.8333333333333333
36,10,5,0.9037630337879763,1.8333333333333333
37,11,5,0.9037249515059796,2.0
38,12,5,0.9034352193236613,2.1666666666666665
39,12,5,0.903349843711543,2.1666666666666665
40,12,5,0.9027274209098101,2.1666666666666665
41,12,5,0.9025541610511298,2.1666666666666665
42,12,6,0.9024460272275385,1.8571428571428572
43,12,7,0.9022274886276826,1.625
44,13,7,0.9020298267207637,1.75
45,13,7,0.9020138078756837,1.75
46,14,7,0.9019349954782377,1.875
47,14,7,0.901809378696679,1.875
48,15,7,0.9017557897421694,2.0
49,15,8,0.9017329661172576,1.7777777777777777
50,15,8,0.9017309232535564,1.7777777777777777
51,16,8,0.901656665206534,1.8888888888888888
52,16,8,0.9014886029598963,1.8888888888888888
