removed_top_n,positive_ratio_remaining
1,0.20040080160320642
2,0.20080321285140562
3,0.2012072434607646
4,0.20161290322580644
5,0.20202020202020202
6,0.20242914979757085
7,0.2028397565922921
8,0.2032520325203252
9,0.20366598778004075
10,0.20408163265306123
11,0.20449897750511248
12,0.20491803278688525
13,0.2053388090349076
14,0.205761316872428
15,0.20618556701030927
16,0.2066115702479339
17,0.2070393374741201
18,0.2074688796680498
19,0.2079002079002079
20,0.20833333333333334
21,0.20876826722338204
22,0.20920502092050208
23,0.20964360587002095
24,0.21008403361344538
25,0.21052631578947367
26,0.2109704641350211
27,0.21141649048625794
28,0.211864406779661
29,0.21231422505307856
30,0.2127659574468085
31,0.21321961620469082
32,0.21367521367521367
33,0.21413276231263384
34,0.2145922746781116
35,0.21505376344086022
36,0.21551724137931033
37,0.21382289416846653
38,0.21428571428571427
39,0.21475054229934923
40,0.21521739130434783
41,0.21568627450980393
42,0.21615720524017468
43,0.21663019693654267
44,0.21710526315789475
45,0.2153846153846154
46,0.21585903083700442
47,0.2163355408388521
48,0.2168141592920354
49,0.21729490022172948
50,0.21777777777777776
51,0.2182628062360802
52,0.21875
53,0.21700223713646533
54,0.21748878923766815
55,0.21797752808988763
56,0.21846846846846846
57,0.21896162528216703
58,0.21945701357466063
59,0.2199546485260771
60,0.22045454545454546
61,0.22095671981776766
62,0.22146118721461186
63,0.2219679633867277
64,0.22247706422018348
65,0.22298850574712645
66,0.22350230414746544
67,0.22170900692840648
68,0.2222222222222222
69,0.22273781902552203
70,0.22093023255813954
71,0.22144522144522144
72,0.2219626168224299
73,0.2224824355971897
74,0.22300469483568075
75,0.2235294117647059
76,0.22169811320754718
77,0.2222222222222222
78,0.22037914691943128
79,0.2209026128266033
80,0.22142857142857142
81,0.22195704057279236
82,0.22248803827751196
83,0.22302158273381295
84,0.22355769230769232
85,0.22409638554216868
86,0.2246376811594203
87,0.22518159806295399
88,0.22572815533980584
89,0.22627737226277372
90,0.22682926829268293
91,0.2273838630806846
92,0.22549019607843138
93,0.22604422604422605
94,0.22660098522167488
95,0.22469135802469137
96,0.22524752475247525
97,0.22580645161290322
98,0.22388059701492538
99,0.22443890274314215
100,0.225
101,0.22556390977443608
102,0.22613065326633167
103,0.22670025188916876
104,0.22474747474747475
105,0.22531645569620254
106,0.22588832487309646
107,0.22646310432569974
108,0.22704081632653061
