removed_top_n,mean_remaining
1,4.587212607224461
2,4.5855540339428655
3,4.585734725069205
4,4.5833036669544125
5,4.579488290310875
6,4.579155543729833
7,4.582391889433845
8,4.585159675357408
9,4.582310569800822
10,4.586696946871063
11,4.585117009969238
12,4.585324120452389
13,4.586765199633813
14,4.5850738764210845
15,4.584000014852458
16,4.582324395769842
17,4.582406863104789
18,4.580046818089359
19,4.585801732960555
20,4.590032464302334
21,4.589189520525068
22,4.597181324409697
23,4.601624205638535
24,4.603413773810287
25,4.59937368251579
26,4.59812937255053
27,4.594105763629877
28,4.600226787761778
29,4.598102730785244
30,4.5985544745152795
31,4.600166442920107
32,4.609001804547785
33,4.610327624009943
34,4.60989239800853
35,4.611038619836973
36,4.610210513428454
37,4.609948370891885
38,4.605847131496499
39,4.609041106813776
40,4.608807807147606
41,4.606543636014779
42,4.607588215680212
43,4.616117486402211
44,4.612474345613713
45,4.618277315662284
46,4.6185819147085505
47,4.613886100153956
48,4.613271891682273
49,4.617074934933824
50,4.621004066828846
51,4.619190584051417
52,4.614335948607858
53,4.62275458353711
54,4.6201800956176795
55,4.617369523290644
56,4.615991637994192
57,4.616606315398872
58,4.615203592226295
59,4.614300781633326
60,4.609707509093477
61,4.613250994978813
62,4.612632146513698
63,4.606632969494872
64,4.606680282836193
65,4.605930288622261
66,4.603038246806207
67,4.605419763491394
68,4.610061118781534
69,4.6130367033687945
70,4.613615240207327
71,4.616552927116556
72,4.614171915236567
73,4.611965985154273
74,4.605735199241712
75,4.601320305755016
76,4.599074221839932
77,4.599515227672402
78,4.605027300447052
79,4.604257514960889
80,4.603644668432561
81,4.603046373742371
82,4.6034662890604565
83,4.608570027632366
84,4.610518623201267
85,4.609378040971326
86,4.61465937396574
87,4.615045363800461
88,4.610536768711721
89,4.612038818996424
90,4.614789632256288
91,4.623108353002495
92,4.623009976061679
93,4.628106891000486
94,4.62403190949079
95,4.623577130184055
96,4.634122896718129
97,4.638644661297498
98,4.639530418494513
99,4.637846375285838
100,4.637573237212957
101,4.6374121451969215
102,4.635326785377195
103,4.640386974539287
104,4.638134808384506
105,4.643317711433204
106,4.644120912028666
107,4.645615794366021
108,4.654044307485527
109,4.658843234487464
110,4.662148666161679
111,4.657030542099722
112,4.653232901930123
113,4.650318516775703
114,4.646620435866161
115,4.64516650432713
116,4.64050312266108
117,4.636724619897855
118,4.632995513988249
119,4.639466943831159
120,4.637138049983834
121,4.643718408232952
122,4.649564927744083
123,4.640636348202464
124,4.644791767163782
125,4.640226803755911
126,4.647113131453046
127,4.640756521977304
128,4.6401377344095955
129,4.641746514684587
130,4.639565600610874
131,4.643245024816517
132,4.639899402928119
133,4.6423546788734145
134,4.640097468629852
135,4.639645942017662
136,4.63701328598862
137,4.64241987056729
138,4.6524987237375495
139,4.64974255193763
140,4.651014967907151
141,4.645772220380589
142,4.637968625462513
143,4.640435950004405
144,4.638331857226878
145,4.640481144116384
146,4.645520478014009
147,4.649774729966785
148,4.6555087642600546
149,4.654167532514178
150,4.651919633161821
151,4.653432456831623
152,4.657511835595433
153,4.656198146760181
154,4.656401829849803
155,4.655879706661366
156,4.665157811372406
157,4.668796978250859
158,4.660299101345542
159,4.662000476232343
160,4.660936993725016
161,4.666428339688843
162,4.659204474497163
163,4.664475151041125
164,4.658802102169966
165,4.664245354656636
166,4.662015525340057
167,4.663297581836166
168,4.661934086189586
169,4.663029379254291
170,4.660588148349005
171,4.662416027180059
172,4.662049457826385
173,4.659641915488175
174,4.656037533940744
175,4.654238104876013
176,4.651165156460769
177,4.649770350592929
178,4.646180031638838
179,4.648418461202361
180,4.65006917847915
181,4.648960204155529
182,4.654664866033958
183,4.660550279080171
184,4.657200105324462
185,4.654212785277213
186,4.650841716049126
187,4.650167772038525
188,4.652671314852141
189,4.64886369105566
190,4.651618775398575
191,4.6527260306552805
192,4.64931838379016
193,4.6574025653922595
194,4.658920339871709
195,4.651658558044564
