Label,TopK,Value,Control
MPRA_HepG2,400,1.2125736333487744,1.0
MPRA_K562,400,1.0682138933542096,1.0
MPRA_SKNSH,400,1.0435045581367772,1.0
epigenetics_ELF1,400,1.1550982134780088,1.0
epigenetics_HNF1A,400,1.1007931067597891,1.0
epigenetics_HNF4A,400,1.014827283802988,1.0
MPRA_HepG2,300,1.4691798858725946,1.0
MPRA_K562,300,1.1439301911450637,1.0
MPRA_SKNSH,300,1.0909595471685152,1.0
epigenetics_ELF1,300,1.2347638951657158,1.0
epigenetics_HNF1A,300,1.2219562285383496,1.0
epigenetics_HNF4A,300,1.0154594068554526,1.0
MPRA_HepG2,200,1.6692058465783906,1.0
MPRA_K562,200,1.2374715040314683,1.0
MPRA_SKNSH,200,1.1530500568953583,1.0
epigenetics_ELF1,200,1.3441036245858957,1.0
epigenetics_HNF1A,200,1.3693089351054488,1.0
epigenetics_HNF4A,200,1.0279724168306852,1.0
MPRA_HepG2,100,2.087136497830138,1.0
MPRA_K562,100,1.2444466226355355,1.0
MPRA_SKNSH,100,1.1172468330335614,1.0
epigenetics_ELF1,100,1.4501202920459992,1.0
epigenetics_HNF1A,100,1.6632511514654116,1.0
epigenetics_HNF4A,100,1.0333949105237878,1.0
