removed_top_n,positive_ratio_remaining
1,0.19854280510018216
2,0.1989051094890511
3,0.19926873857404023
4,0.19963369963369965
5,0.2
6,0.19852941176470587
7,0.19889502762430938
8,0.1992619926199262
9,0.19963031423290203
10,0.2
11,0.20037105751391465
12,0.20074349442379183
13,0.2011173184357542
14,0.20149253731343283
15,0.20186915887850468
16,0.20224719101123595
17,0.2026266416510319
18,0.20300751879699247
19,0.2033898305084746
20,0.2037735849056604
21,0.20415879017013233
22,0.20454545454545456
23,0.2049335863377609
24,0.20532319391634982
25,0.2057142857142857
26,0.20610687022900764
27,0.20650095602294455
28,0.20689655172413793
29,0.2072936660268714
30,0.2076923076923077
31,0.20809248554913296
32,0.2084942084942085
33,0.20889748549323017
34,0.20930232558139536
35,0.20970873786407768
36,0.21011673151750973
37,0.21052631578947367
38,0.2109375
39,0.21135029354207435
40,0.21176470588235294
41,0.21218074656188604
42,0.2125984251968504
43,0.21301775147928995
44,0.2134387351778656
45,0.21386138613861386
46,0.21428571428571427
47,0.2147117296222664
48,0.2151394422310757
49,0.2155688622754491
50,0.216
51,0.21643286573146292
52,0.21686746987951808
53,0.2152917505030181
54,0.2157258064516129
55,0.21616161616161617
56,0.2165991902834008
57,0.21703853955375255
58,0.21747967479674796
59,0.21792260692464357
60,0.21836734693877552
61,0.21881390593047034
62,0.21721311475409835
63,0.21765913757700206
64,0.21810699588477367
65,0.21855670103092784
66,0.2190082644628099
67,0.2194616977225673
68,0.21991701244813278
69,0.2203742203742204
70,0.22083333333333333
71,0.22129436325678498
72,0.2217573221757322
73,0.2222222222222222
74,0.22268907563025211
75,0.2231578947368421
76,0.22362869198312235
77,0.22410147991543342
78,0.2245762711864407
79,0.22505307855626328
80,0.225531914893617
81,0.2260127931769723
82,0.2264957264957265
83,0.22698072805139186
84,0.22746781115879827
85,0.22795698924731184
86,0.22844827586206898
87,0.22894168466522677
88,0.22727272727272727
89,0.22559652928416485
90,0.22608695652173913
91,0.22657952069716775
92,0.22707423580786026
93,0.2275711159737418
94,0.22807017543859648
95,0.22857142857142856
96,0.2290748898678414
97,0.22958057395143489
98,0.23008849557522124
99,0.23059866962305986
100,0.2311111111111111
101,0.23162583518930957
102,0.23214285714285715
103,0.232662192393736
104,0.23318385650224216
105,0.23370786516853934
106,0.23198198198198197
107,0.2325056433408578
108,0.2330316742081448
109,0.23129251700680273
110,0.2318181818181818
111,0.23234624145785876
112,0.2328767123287671
113,0.2334096109839817
114,0.23394495412844038
115,0.23448275862068965
116,0.2350230414746544
117,0.23556581986143188
118,0.2361111111111111
119,0.23665893271461716
120,0.2372093023255814
121,0.23776223776223776
122,0.23598130841121495
123,0.23653395784543327
124,0.23708920187793428
125,0.2376470588235294
126,0.23820754716981132
127,0.23877068557919623
128,0.23933649289099526
129,0.23990498812351543
130,0.24047619047619048
131,0.2386634844868735
132,0.23923444976076555
133,0.23980815347721823
134,0.2403846153846154
135,0.24096385542168675
136,0.2391304347826087
137,0.2397094430992736
138,0.23786407766990292
139,0.2384428223844282
140,0.23902439024390243
141,0.2396088019559902
142,0.24019607843137256
143,0.24078624078624078
144,0.2413793103448276
145,0.2419753086419753
146,0.24257425742574257
147,0.24317617866004962
148,0.24378109452736318
149,0.24438902743142144
150,0.245
151,0.24310776942355888
152,0.24371859296482412
153,0.24433249370277077
154,0.24494949494949494
155,0.24556962025316456
156,0.2436548223350254
157,0.24427480916030533
158,0.24489795918367346
159,0.24552429667519182
160,0.24615384615384617
161,0.2442159383033419
162,0.24484536082474226
163,0.2454780361757106
164,0.24611398963730569
165,0.24675324675324675
166,0.24479166666666666
167,0.24281984334203655
168,0.24345549738219896
169,0.24146981627296588
170,0.2394736842105263
171,0.24010554089709762
172,0.23809523809523808
173,0.23872679045092837
174,0.23670212765957446
175,0.23733333333333334
176,0.23796791443850268
177,0.2386058981233244
178,0.239247311827957
179,0.2398921832884097
180,0.24054054054054055
181,0.23848238482384823
182,0.2391304347826087
183,0.23978201634877383
184,0.24043715846994534
185,0.2410958904109589
186,0.24175824175824176
187,0.24242424242424243
188,0.24033149171270718
189,0.23822714681440443
190,0.2388888888888889
191,0.2395543175487465
192,0.24022346368715083
193,0.24089635854341737
194,0.24157303370786518
195,0.24225352112676057
196,0.24293785310734464
197,0.24362606232294617
198,0.24431818181818182
199,0.245014245014245
200,0.24285714285714285
201,0.24355300859598855
202,0.2442528735632184
203,0.24495677233429394
204,0.24566473988439305
205,0.2463768115942029
206,0.24709302325581395
207,0.2478134110787172
208,0.24561403508771928
209,0.24633431085043989
210,0.24705882352941178
211,0.24778761061946902
212,0.2485207100591716
213,0.24925816023738873
214,0.25
215,0.2507462686567164
216,0.25149700598802394
217,0.25225225225225223
218,0.25301204819277107
219,0.2537764350453172
220,0.2545454545454545
221,0.2553191489361702
222,0.25609756097560976
223,0.25688073394495414
224,0.25766871165644173
225,0.25846153846153846
226,0.25617283950617287
227,0.25696594427244585
228,0.2577639751552795
229,0.2554517133956386
230,0.253125
231,0.25391849529780564
232,0.25471698113207547
233,0.25236593059936907
234,0.25316455696202533
235,0.25396825396825395
236,0.25477707006369427
237,0.25559105431309903
238,0.2564102564102564
239,0.2572347266881029
240,0.25806451612903225
241,0.2588996763754045
242,0.2597402597402597
243,0.26058631921824105
244,0.26143790849673204
245,0.25901639344262295
246,0.2598684210526316
247,0.2607260726072607
248,0.26158940397350994
249,0.26245847176079734
250,0.2633333333333333
251,0.26421404682274247
252,0.2651006711409396
253,0.265993265993266
254,0.2635135135135135
255,0.26440677966101694
256,0.2653061224489796
257,0.26621160409556316
258,0.2671232876712329
259,0.26804123711340205
260,0.2689655172413793
261,0.2698961937716263
262,0.2708333333333333
263,0.27177700348432055
264,0.2727272727272727
265,0.2736842105263158
266,0.2711267605633803
267,0.27208480565371024
268,0.2730496453900709
269,0.27402135231316727
270,0.275
271,0.27598566308243727
272,0.27697841726618705
273,0.2779783393501805
274,0.27898550724637683
275,0.28
276,0.28102189781021897
277,0.28205128205128205
278,0.28308823529411764
279,0.28413284132841327
280,0.2851851851851852
281,0.2862453531598513
282,0.2873134328358209
283,0.2883895131086142
284,0.2894736842105263
285,0.29056603773584905
286,0.2878787878787879
287,0.2889733840304182
288,0.2900763358778626
289,0.29118773946360155
290,0.28846153846153844
291,0.28957528957528955
292,0.2868217054263566
293,0.28793774319066145
294,0.2890625
295,0.2901960784313726
296,0.29133858267716534
297,0.2924901185770751
298,0.29365079365079366
299,0.2948207171314741
300,0.296
301,0.2971887550200803
302,0.29838709677419356
303,0.29959514170040485
304,0.3008130081300813
305,0.2979591836734694
306,0.29918032786885246
307,0.3004115226337449
308,0.30165289256198347
309,0.3029045643153527
310,0.30416666666666664
311,0.3054393305439331
312,0.3067226890756303
313,0.3037974683544304
314,0.3008474576271186
315,0.2978723404255319
316,0.29914529914529914
317,0.30042918454935624
318,0.3017241379310345
319,0.30303030303030304
320,0.30434782608695654
321,0.3056768558951965
322,0.30701754385964913
323,0.30837004405286345
324,0.30973451327433627
325,0.3111111111111111
326,0.3125
327,0.31390134529147984
328,0.3153153153153153
329,0.3167420814479638
330,0.3181818181818182
331,0.319634703196347
332,0.3211009174311927
333,0.3225806451612903
334,0.32407407407407407
335,0.32558139534883723
336,0.32710280373831774
337,0.3286384976525822
338,0.330188679245283
339,0.32701421800947866
340,0.32857142857142857
341,0.33014354066985646
342,0.3317307692307692
343,0.3333333333333333
344,0.33495145631067963
345,0.33658536585365856
346,0.3333333333333333
347,0.33497536945812806
348,0.33663366336633666
349,0.3333333333333333
350,0.33
351,0.3316582914572864
352,0.3333333333333333
353,0.3350253807106599
354,0.336734693877551
355,0.3384615384615385
356,0.3402061855670103
357,0.34196891191709844
358,0.34375
359,0.34554973821989526
360,0.3473684210526316
361,0.3492063492063492
362,0.35106382978723405
363,0.34759358288770054
364,0.34946236559139787
365,0.35135135135135137
366,0.34782608695652173
367,0.34972677595628415
368,0.3516483516483517
369,0.35359116022099446
370,0.35555555555555557
371,0.3575418994413408
372,0.3595505617977528
373,0.3559322033898305
374,0.35795454545454547
375,0.36
376,0.3563218390804598
377,0.35260115606936415
378,0.3546511627906977
379,0.3508771929824561
380,0.35294117647058826
381,0.35502958579881655
382,0.35714285714285715
383,0.3592814371257485
384,0.35542168674698793
385,0.3575757575757576
386,0.35365853658536583
387,0.3558282208588957
388,0.35802469135802467
389,0.35403726708074534
390,0.35625
391,0.3584905660377358
392,0.35443037974683544
393,0.35668789808917195
394,0.358974358974359
395,0.36129032258064514
396,0.35714285714285715
397,0.35947712418300654
398,0.3618421052631579
399,0.3576158940397351
400,0.36
401,0.3624161073825503
402,0.3581081081081081
403,0.35374149659863946
404,0.3561643835616438
405,0.35172413793103446
406,0.3472222222222222
407,0.34965034965034963
408,0.352112676056338
409,0.3546099290780142
410,0.35714285714285715
411,0.3597122302158273
412,0.36231884057971014
413,0.36496350364963503
414,0.36764705882352944
415,0.37037037037037035
416,0.3656716417910448
417,0.3609022556390977
418,0.36363636363636365
419,0.366412213740458
420,0.36923076923076925
421,0.3643410852713178
422,0.359375
423,0.36220472440944884
424,0.36507936507936506
425,0.368
426,0.3709677419354839
427,0.37398373983739835
428,0.36885245901639346
429,0.371900826446281
430,0.375
431,0.37815126050420167
432,0.3728813559322034
433,0.37606837606837606
434,0.3793103448275862
435,0.3826086956521739
436,0.38596491228070173
437,0.3893805309734513
438,0.39285714285714285
439,0.3963963963963964
440,0.4
441,0.4036697247706422
442,0.4074074074074074
443,0.411214953271028
444,0.41509433962264153
445,0.41904761904761906
446,0.4230769230769231
447,0.42718446601941745
448,0.4215686274509804
449,0.4158415841584158
450,0.41
451,0.41414141414141414
452,0.40816326530612246
453,0.41237113402061853
454,0.4166666666666667
455,0.4105263157894737
456,0.4148936170212766
457,0.41935483870967744
458,0.42391304347826086
459,0.42857142857142855
460,0.4222222222222222
461,0.42696629213483145
462,0.42045454545454547
463,0.42528735632183906
464,0.43023255813953487
465,0.43529411764705883
466,0.44047619047619047
467,0.43373493975903615
468,0.4268292682926829
469,0.43209876543209874
470,0.4375
471,0.4430379746835443
472,0.4358974358974359
473,0.44155844155844154
474,0.4342105263157895
475,0.4266666666666667
476,0.43243243243243246
477,0.4383561643835616
478,0.4444444444444444
479,0.4507042253521127
480,0.45714285714285713
481,0.463768115942029
482,0.45588235294117646
483,0.4626865671641791
484,0.45454545454545453
485,0.46153846153846156
486,0.46875
487,0.47619047619047616
488,0.4838709677419355
489,0.47540983606557374
490,0.4666666666666667
491,0.4745762711864407
492,0.4827586206896552
493,0.49122807017543857
494,0.48214285714285715
495,0.4727272727272727
496,0.48148148148148145
497,0.4716981132075472
498,0.4807692307692308
499,0.47058823529411764
500,0.46
501,0.4489795918367347
502,0.4375
503,0.425531914893617
504,0.43478260869565216
505,0.4444444444444444
506,0.45454545454545453
507,0.46511627906976744
508,0.4523809523809524
509,0.4634146341463415
510,0.475
511,0.48717948717948717
512,0.5
513,0.5135135135135135
514,0.5277777777777778
515,0.5142857142857142
516,0.5294117647058824
517,0.5454545454545454
518,0.5625
519,0.5806451612903226
520,0.6
521,0.5862068965517241
522,0.6071428571428571
523,0.6296296296296297
524,0.6538461538461539
525,0.64
526,0.6666666666666666
527,0.6521739130434783
528,0.6363636363636364
529,0.6190476190476191
530,0.65
531,0.6842105263157895
532,0.6666666666666666
533,0.6470588235294118
534,0.6875
535,0.6666666666666666
536,0.7142857142857143
537,0.6923076923076923
538,0.6666666666666666
539,0.7272727272727273
540,0.7
541,0.6666666666666666
542,0.625
543,0.7142857142857143
544,0.6666666666666666
545,0.8
546,0.75
547,1.0
548,1.0
549,1.0
550,
