order,cum_neg,cum_pos,pseudo_similarity,prop_fin
1,0,0,0.9081495012473051,1.0
2,0,1,0.9051062135176738,0.5
3,0,1,0.9038059059892477,0.5
4,0,1,0.9024325907151345,0.5
5,0,1,0.9014309136917454,0.5
6,0,2,0.9010533485104614,0.3333333333333333
7,0,2,0.9006166707992677,0.3333333333333333
8,0,2,0.9005155468145369,0.3333333333333333
9,0,3,0.89975648692307,0.25
10,0,3,0.8987770051218305,0.25
11,1,3,0.8985447194513035,0.5
12,1,3,0.8980415104931565,0.5
13,1,3,0.8974805970272233,0.5
14,2,3,0.8973342412437494,0.75
15,2,3,0.8966933921145435,0.75
16,3,3,0.896350090048901,1.0
17,3,3,0.8963320493128067,1.0
18,3,3,0.8937811628835843,1.0
19,4,3,0.8927380546293566,1.25
20,4,4,0.891930507712653,1.0
21,4,4,0.8915318376667479,1.0
22,4,4,0.8914779410538847,1.0
23,4,4,0.8912514120423746,1.0
24,5,4,0.8911714379090641,1.2
25,5,4,0.8906529602008733,1.2
26,5,4,0.889995417267931,1.2
27,5,4,0.8892237221870807,1.2
28,5,4,0.8888466390223047,1.2
29,5,4,0.8883953778571992,1.2
30,5,4,0.8882505585963001,1.2
31,6,4,0.8879330342670428,1.4
32,6,4,0.8875040826337169,1.4
33,7,4,0.887486924860887,1.6
34,7,4,0.8873145558053633,1.6
35,8,4,0.887050389738201,1.8
36,8,5,0.8867479437673986,1.5
37,9,5,0.8866213842150379,1.6666666666666667
38,9,5,0.8863565029119342,1.6666666666666667
39,10,5,0.8862951857151664,1.8333333333333333
40,10,5,0.8862380837297428,1.8333333333333333
41,10,6,0.8848162847724772,1.5714285714285714
42,10,6,0.8840564298152753,1.5714285714285714
43,11,6,0.8839698925709217,1.7142857142857142
44,11,6,0.8838303417711757,1.7142857142857142
45,12,6,0.8829565944898577,1.8571428571428572
46,13,6,0.8824904777597483,2.0
47,13,6,0.8823249624105627,2.0
48,14,6,0.8820376279565033,2.142857142857143
