order,cum_neg,cum_pos,pseudo_similarity,prop_fin
1,0,0,0.9580303425803995,1.0
2,1,0,0.9374802435512716,2.0
3,2,0,0.9243489399013333,3.0
4,3,0,0.9064956339083453,4.0
5,4,0,0.8950489136053266,5.0
6,4,1,0.8886108324141456,2.5
7,5,1,0.8852578535351218,3.0
8,5,1,0.8813069946362795,3.0
9,6,1,0.877799739626893,3.5
10,6,1,0.8776661323931988,3.5
11,6,1,0.8682897485742355,3.5
12,6,2,0.8671171782968571,2.3333333333333335
13,7,2,0.8619327477966232,2.6666666666666665
14,7,2,0.8603665802652981,2.6666666666666665
15,7,2,0.8520783196062014,2.6666666666666665
16,7,2,0.8509032556163216,2.6666666666666665
17,7,2,0.8445304121900292,2.6666666666666665
18,8,2,0.8341399605563748,3.0
19,8,3,0.8311547993110413,2.25
20,8,3,0.8265806567207107,2.25
21,8,3,0.8237646837963197,2.25
22,8,3,0.8117706176851058,2.25
23,8,3,0.8106277244074815,2.25
24,8,3,0.8103524078361062,2.25
25,8,3,0.8061659235002715,2.25
26,8,4,0.8052924273934658,1.8
27,9,4,0.8026768587238207,2.0
28,9,4,0.8020656492019631,2.0
29,9,4,0.800700735361989,2.0
30,10,4,0.7900836329044507,2.2
31,10,4,0.7824972646422387,2.2
32,10,4,0.7755797019793844,2.2
33,11,4,0.7738223487438404,2.4
34,12,4,0.764633681385914,2.6
35,12,4,0.7641749663922125,2.6
36,12,4,0.7591284859911931,2.6
37,12,4,0.7589754275020759,2.6
38,12,5,0.758908214734008,2.1666666666666665
39,13,5,0.7586839516917308,2.3333333333333335
40,13,5,0.7583056961468289,2.3333333333333335
41,13,5,0.7573002537645127,2.3333333333333335
42,13,6,0.7568131446418542,2.0
43,14,6,0.755622825409861,2.142857142857143
44,15,6,0.7543821815634412,2.2857142857142856
45,16,6,0.7541454916325738,2.4285714285714284
46,17,6,0.7535030860115521,2.5714285714285716
47,18,6,0.753180311805183,2.7142857142857144
48,19,6,0.7486833552490215,2.857142857142857
49,19,6,0.7483270204661046,2.857142857142857
50,20,6,0.7481538042662625,3.0
51,20,6,0.7473764404407462,3.0
52,21,6,0.7429806410300239,3.142857142857143
53,21,7,0.7426401413878935,2.75
54,21,7,0.7415269275806674,2.75
55,22,7,0.7387335003419081,2.875
56,22,7,0.7376743751722028,2.875
57,22,7,0.7352800658144768,2.875
58,22,7,0.7342369003019773,2.875
59,22,7,0.73169610258782,2.875
60,22,7,0.7282468461350805,2.875
61,22,7,0.7277433144551364,2.875
62,22,7,0.7267940621994564,2.875
63,22,7,0.7256519524490543,2.875
64,23,7,0.7230479909115868,3.0
65,23,7,0.7211073911923639,3.0
66,23,7,0.7196396539426577,3.0
67,24,7,0.7177631730558497,3.125
68,24,8,0.717710233275952,2.7777777777777777
69,24,8,0.7150540016257526,2.7777777777777777
70,25,8,0.7121218379301322,2.888888888888889
71,26,8,0.7117948794524912,3.0
72,26,8,0.7106385187526056,3.0
73,26,9,0.7082210117971173,2.7
74,26,9,0.7082049183929721,2.7
75,26,9,0.7054429968763877,2.7
76,26,9,0.7042719354988285,2.7
77,26,9,0.7035732443802949,2.7
78,26,9,0.6998468992267748,2.7
79,26,10,0.6987045035245414,2.4545454545454546
80,26,10,0.6983527832622504,2.4545454545454546
81,26,11,0.6974706237118837,2.25
82,26,11,0.6959153671804821,2.25
83,27,11,0.6944319557398758,2.3333333333333335
84,27,12,0.694362974351166,2.1538461538461537
85,28,12,0.691559298932332,2.230769230769231
86,28,12,0.6891977473826378,2.230769230769231
87,28,12,0.6884166327660471,2.230769230769231
88,29,12,0.6883189672822175,2.3076923076923075
89,29,13,0.687935742575627,2.142857142857143
90,30,13,0.6838556324233792,2.2142857142857144
91,30,13,0.6804824999350125,2.2142857142857144
92,30,13,0.6794850616795362,2.2142857142857144
93,30,14,0.6775585990032751,2.066666666666667
94,30,14,0.6765259603115107,2.066666666666667
95,30,14,0.6760438374426869,2.066666666666667
96,31,14,0.6756102864877053,2.1333333333333333
97,32,14,0.6743272993831348,2.2
98,32,14,0.6739867651391095,2.2
99,32,14,0.6737007498798857,2.2
100,32,15,0.6732688141221421,2.0625
101,32,15,0.6723631456423702,2.0625
102,32,16,0.6708267026458425,1.9411764705882353
103,32,16,0.6683556384085487,1.9411764705882353
104,32,17,0.6683431132557541,1.8333333333333333
105,32,17,0.6649931431679124,1.8333333333333333
106,32,17,0.6645859336329427,1.8333333333333333
107,33,17,0.6639651632895704,1.8888888888888888
108,33,17,0.6610536746966815,1.8888888888888888
109,33,17,0.6609530526925635,1.8888888888888888
110,33,17,0.6607633280051644,1.8888888888888888
111,33,17,0.6607161539455303,1.8888888888888888
112,33,17,0.658398516793246,1.8888888888888888
113,34,17,0.6572917927621615,1.9444444444444444
114,34,17,0.6567387373788921,1.9444444444444444
115,35,17,0.6556301793345272,2.0
