removed_top_n,positive_ratio_remaining
1,0.1989051094890511
2,0.19926873857404023
3,0.19963369963369965
4,0.2
5,0.20036764705882354
6,0.2007366482504604
7,0.2011070110701107
8,0.20147874306839186
9,0.20185185185185187
10,0.20222634508348794
11,0.20260223048327136
12,0.20297951582867785
13,0.20335820895522388
14,0.20373831775700935
15,0.20411985018726592
16,0.2045028142589118
17,0.20488721804511278
18,0.20527306967984935
19,0.20566037735849058
20,0.2060491493383743
21,0.20643939393939395
22,0.20683111954459202
23,0.20722433460076045
24,0.20761904761904762
25,0.20801526717557253
26,0.2084130019120459
27,0.20689655172413793
28,0.2072936660268714
29,0.2076923076923077
30,0.20809248554913296
31,0.2084942084942085
32,0.20889748549323017
33,0.20930232558139536
34,0.20970873786407768
35,0.21011673151750973
36,0.21052631578947367
37,0.2109375
38,0.21135029354207435
39,0.21176470588235294
40,0.21218074656188604
41,0.2125984251968504
42,0.21301775147928995
43,0.2134387351778656
44,0.21386138613861386
45,0.21428571428571427
46,0.2147117296222664
47,0.2151394422310757
48,0.2155688622754491
49,0.216
50,0.21643286573146292
51,0.21686746987951808
52,0.21730382293762576
53,0.21774193548387097
54,0.21818181818181817
55,0.21862348178137653
56,0.21906693711967545
57,0.21747967479674796
58,0.21792260692464357
59,0.21836734693877552
60,0.21881390593047034
61,0.2192622950819672
62,0.21971252566735114
63,0.22016460905349794
64,0.22061855670103092
65,0.22107438016528927
66,0.22153209109730848
67,0.22199170124481327
68,0.22245322245322247
69,0.22291666666666668
70,0.22338204592901878
71,0.22384937238493724
72,0.22431865828092243
73,0.22478991596638656
74,0.22526315789473683
75,0.22573839662447256
76,0.226215644820296
77,0.2266949152542373
78,0.22717622080679406
79,0.2276595744680851
80,0.2281449893390192
81,0.22863247863247863
82,0.2291220556745182
83,0.2296137339055794
84,0.23010752688172043
85,0.23060344827586207
86,0.23110151187904968
87,0.23160173160173161
88,0.23210412147505424
89,0.2326086956521739
90,0.23311546840958605
91,0.2336244541484716
92,0.23413566739606126
93,0.23464912280701755
94,0.23516483516483516
95,0.2356828193832599
96,0.23620309050772628
97,0.23672566371681417
98,0.23725055432372505
99,0.23777777777777778
100,0.2383073496659243
101,0.23883928571428573
102,0.23937360178970918
103,0.2399103139013453
104,0.24044943820224718
105,0.240990990990991
106,0.24153498871331827
107,0.2420814479638009
108,0.24263038548752835
109,0.2431818181818182
110,0.2437357630979499
111,0.24429223744292236
112,0.2448512585812357
113,0.24541284403669725
114,0.24597701149425288
115,0.2465437788018433
116,0.2471131639722864
117,0.24537037037037038
118,0.2459396751740139
119,0.24651162790697675
120,0.24708624708624707
121,0.24766355140186916
122,0.24824355971896955
123,0.24882629107981222
124,0.24941176470588236
125,0.25
126,0.25059101654846333
127,0.25118483412322273
128,0.2517814726840855
129,0.2523809523809524
130,0.2529832935560859
131,0.2535885167464115
132,0.2541966426858513
133,0.2548076923076923
134,0.25301204819277107
135,0.2536231884057971
136,0.25181598062953997
137,0.2524271844660194
138,0.25304136253041365
139,0.25365853658536586
140,0.254278728606357
141,0.2549019607843137
142,0.25552825552825553
143,0.2561576354679803
144,0.25679012345679014
145,0.25742574257425743
146,0.25806451612903225
147,0.25870646766169153
148,0.2593516209476309
149,0.26
150,0.2606516290726817
151,0.2613065326633166
152,0.2619647355163728
153,0.26262626262626265
154,0.26329113924050634
155,0.2639593908629442
156,0.26463104325699743
157,0.2653061224489796
158,0.2659846547314578
159,0.26666666666666666
160,0.26735218508997427
161,0.26804123711340205
162,0.268733850129199
163,0.2694300518134715
164,0.2701298701298701
165,0.2708333333333333
166,0.27154046997389036
167,0.27225130890052357
168,0.27034120734908135
169,0.2710526315789474
170,0.2717678100263852
171,0.2724867724867725
172,0.27320954907161804
173,0.2712765957446808
174,0.2693333333333333
175,0.2700534759358289
176,0.2707774798927614
177,0.271505376344086
178,0.2722371967654987
179,0.27297297297297296
180,0.27371273712737126
181,0.27445652173913043
182,0.27520435967302453
183,0.273224043715847
184,0.273972602739726
185,0.27197802197802196
186,0.2727272727272727
187,0.27071823204419887
188,0.27146814404432135
189,0.2722222222222222
190,0.27298050139275765
191,0.2737430167597765
192,0.27450980392156865
193,0.2752808988764045
194,0.27605633802816903
195,0.2740112994350282
196,0.2719546742209632
197,0.2727272727272727
198,0.27350427350427353
199,0.2742857142857143
200,0.27507163323782235
201,0.27298850574712646
202,0.2737752161383285
203,0.2745664739884393
204,0.2753623188405797
205,0.2761627906976744
206,0.27405247813411077
207,0.2719298245614035
208,0.2727272727272727
209,0.2735294117647059
210,0.2743362831858407
211,0.27514792899408286
212,0.27596439169139464
213,0.2767857142857143
214,0.27761194029850744
215,0.27844311377245506
216,0.27927927927927926
217,0.27710843373493976
218,0.27794561933534745
219,0.2787878787878788
220,0.2765957446808511
221,0.27439024390243905
222,0.27217125382262997
223,0.27300613496932513
224,0.27384615384615385
225,0.27469135802469136
226,0.2755417956656347
227,0.27639751552795033
228,0.2772585669781931
229,0.278125
230,0.27899686520376177
231,0.279874213836478
232,0.2807570977917981
233,0.28164556962025317
234,0.28253968253968254
235,0.28343949044585987
236,0.28434504792332266
237,0.28525641025641024
238,0.2829581993569132
239,0.2806451612903226
240,0.2815533980582524
241,0.2792207792207792
242,0.28013029315960913
243,0.28104575163398693
244,0.2819672131147541
245,0.28289473684210525
246,0.2838283828382838
247,0.2847682119205298
248,0.2857142857142857
249,0.2866666666666667
250,0.28762541806020064
251,0.28859060402684567
252,0.2895622895622896
253,0.28716216216216217
254,0.288135593220339
255,0.2891156462585034
256,0.2901023890784983
257,0.2910958904109589
258,0.2920962199312715
259,0.2896551724137931
260,0.2906574394463668
261,0.2916666666666667
262,0.2926829268292683
263,0.2902097902097902
264,0.2912280701754386
265,0.29225352112676056
266,0.29328621908127206
267,0.29432624113475175
268,0.29537366548042704
269,0.29642857142857143
270,0.2974910394265233
271,0.29856115107913667
272,0.2996389891696751
273,0.3007246376811594
274,0.29818181818181816
275,0.2956204379562044
276,0.2967032967032967
277,0.2977941176470588
278,0.2988929889298893
279,0.3
280,0.29739776951672864
281,0.29850746268656714
282,0.299625468164794
283,0.3007518796992481
284,0.2981132075471698
285,0.29924242424242425
286,0.30038022813688214
287,0.3015267175572519
288,0.30268199233716475
289,0.3
290,0.30115830115830117
291,0.3023255813953488
292,0.29961089494163423
293,0.30078125
294,0.30196078431372547
295,0.3031496062992126
296,0.30434782608695654
297,0.3055555555555556
298,0.30677290836653387
299,0.308
300,0.3092369477911647
301,0.31048387096774194
302,0.3117408906882591
303,0.3130081300813008
304,0.3142857142857143
305,0.3155737704918033
306,0.3168724279835391
307,0.3181818181818182
308,0.31950207468879666
309,0.31666666666666665
310,0.3179916317991632
311,0.31932773109243695
312,0.3206751054852321
313,0.3220338983050847
314,0.32340425531914896
315,0.3247863247863248
316,0.3218884120171674
317,0.31896551724137934
318,0.3203463203463203
319,0.3217391304347826
320,0.3231441048034934
321,0.32456140350877194
322,0.32599118942731276
323,0.3274336283185841
324,0.3288888888888889
325,0.32589285714285715
326,0.32286995515695066
327,0.32432432432432434
328,0.3257918552036199
329,0.32727272727272727
330,0.3242009132420091
331,0.3256880733944954
332,0.3271889400921659
333,0.3287037037037037
334,0.32558139534883723
335,0.32710280373831774
336,0.3286384976525822
337,0.330188679245283
338,0.33175355450236965
339,0.3333333333333333
340,0.33014354066985646
341,0.3317307692307692
342,0.3333333333333333
343,0.33495145631067963
344,0.33658536585365856
345,0.3382352941176471
346,0.3399014778325123
347,0.3415841584158416
348,0.34328358208955223
349,0.345
350,0.34673366834170855
351,0.3484848484848485
352,0.350253807106599
353,0.3469387755102041
354,0.3487179487179487
355,0.35051546391752575
356,0.3471502590673575
357,0.3489583333333333
358,0.3507853403141361
359,0.3526315789473684
360,0.3492063492063492
361,0.35106382978723405
362,0.35294117647058826
363,0.3548387096774194
364,0.3567567567567568
365,0.3532608695652174
366,0.3551912568306011
367,0.35714285714285715
368,0.35911602209944754
369,0.3611111111111111
370,0.36312849162011174
371,0.3651685393258427
372,0.3672316384180791
373,0.3693181818181818
374,0.3657142857142857
375,0.3620689655172414
376,0.3583815028901734
377,0.36046511627906974
378,0.36257309941520466
379,0.3588235294117647
380,0.35502958579881655
381,0.35714285714285715
382,0.3592814371257485
383,0.3614457831325301
384,0.3575757575757576
385,0.3597560975609756
386,0.3619631901840491
387,0.36419753086419754
388,0.36024844720496896
389,0.35625
390,0.3584905660377358
