Label,TopK,Value,Control
MPRA_HepG2,400,1.2235349856191908,1.0
MPRA_K562,400,1.0708934649821504,1.0
MPRA_SKNSH,400,1.027867631416377,1.0
MPRA_HepG2,300,1.4863632807042846,1.0
MPRA_K562,300,1.1231206020005489,1.0
MPRA_SKNSH,300,1.0594711020480547,1.0
MPRA_HepG2,200,1.7421138251114503,1.0
MPRA_K562,200,1.2499648753432036,1.0
MPRA_SKNSH,200,1.09762345082291,1.0
MPRA_HepG2,100,2.169905433392507,1.0
MPRA_K562,100,1.2839022765885715,1.0
MPRA_SKNSH,100,1.0747053933292336,1.0
